CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,SUB_GOVT_TYPE,COUNTY,FISCAL_YEAR_END,DEBT_TYPE_DESC,BEGINNING_YEAR_BALANCE_SUM,PRIOR_YEAR_ADJUSTMENT_SUM,DEBT_ISSUED_IN_CURRENT_YEAR,DEBT_PAID_CURRENT_YEAR,ACCRETED_INTEREST_SUM,ENDING_YEAR_BALANCE_SUM,SNAPSHOT_DATE
2014,010389000000,Town of Westerlo,Town,Albany,12/31,Bond,1161900,0,35700,115100,,1082500,30-APR-20
2014,010418004140,Village of Ravena,Village,Albany,05/31,Bond,897070,0,,71930,,825140,30-APR-20
2014,010418703040,Village of Menands,Village,Albany,05/31,Bond,0,0,2775000,,,2775000,30-APR-20
2014,010418703040,Village of Menands,Village,Albany,05/31,Bond Anticipation Note,2800000,0,,2800000,,0,30-APR-20
2014,010434502040,Village of Green Island,Village,Albany,05/31,Bond,350000,0,,100000,,250000,30-APR-20
2014,010434502040,Village of Green Island,Village,Albany,05/31,Bond Anticipation Note,0,0,930000,0,,930000,30-APR-20
2014,010435500120,Village of Altamont,Village,Albany,05/31,Bond,1105000,0,3575000,175000,,4505000,30-APR-20
2014,010435500120,Village of Altamont,Village,Albany,05/31,Bond Anticipation Note,2186228.76,0,,2186228.76,,0,30-APR-20
2014,010458105090,Village of Voorheesville,Village,Albany,05/31,Bond,3260000,0,885000,1045000,,3100000,30-APR-20
2014,010501000000,Albany City School District,School District,Albany,06/30,Bond,150788177,,,7813177,,142975000,30-APR-20
2014,010501000000,Albany City School District,School District,Albany,06/30,Other Debt,3023043,,,345799,,2677244,30-APR-20
2014,010509000000,Cohoes City School District,School District,Albany,06/30,Bond,37885000,,,4495000,,33390000,30-APR-20
2014,010509000000,Cohoes City School District,School District,Albany,06/30,Other Debt,158152,,,158150,,2,30-APR-20
2014,010560000000,Watervliet City School District,School District,Albany,06/30,Bond,25055000,,5000000,1910000,,28145000,30-APR-20
2014,010560000000,Watervliet City School District,School District,Albany,06/30,Bond Anticipation Note,3500000,,10450000,,,13950000,30-APR-20
2014,010560000000,Watervliet City School District,School District,Albany,06/30,Other Debt,0,,,,,,30-APR-20
2014,010560000000,Watervliet City School District,School District,Albany,06/30,Revenue Anticipation Note,3500000,,,3500000,,,30-APR-20
2014,010560000000,Watervliet City School District,School District,Albany,06/30,Tax Anticipation Note,,,3500000,,,3500000,30-APR-20
2014,010607100600,Bethlehem Central School District,School District,Albany,06/30,Bond,71560000,,,7055000,,64505000,30-APR-20
2014,010607100600,Bethlehem Central School District,School District,Albany,06/30,Bond Anticipation Note,2090000,,17465000,665000,,18890000,30-APR-20
2014,010607100600,Bethlehem Central School District,School District,Albany,06/30,Installment Purchase Contract,278050,,,278050,,,30-APR-20
2014,010607100600,Bethlehem Central School District,School District,Albany,06/30,Other Debt,1035075,,,506273,,528802,30-APR-20
2014,010607100600,Bethlehem Central School District,School District,Albany,06/30,Tax Anticipation Note,,,3500000,3500000,,,30-APR-20
2014,010618000200,Ravena-Coeymans-Selkirk Central School District,School District,Albany,06/30,Bond,14490000,,,2530000,,11960000,30-APR-20
2014,010618000200,Ravena-Coeymans-Selkirk Central School District,School District,Albany,06/30,Bond Anticipation Note,667746,,306260,282873,,691133,30-APR-20
2014,010618000200,Ravena-Coeymans-Selkirk Central School District,School District,Albany,06/30,Installment Purchase Contract,101435,,147004,73993,,174446,30-APR-20
2014,010618700100,South Colonie Central School District,School District,Albany,06/30,Bond,24745000,,4155000,3405000,,25495000,30-APR-20
2014,010618700100,South Colonie Central School District,School District,Albany,06/30,Bond Anticipation Note,1813410,,4697500,4960716,,1550194,30-APR-20
2014,010618700700,North Colonie Central School District,School District,Albany,06/30,Bond,28355000,,,3270000,,25085000,30-APR-20
2014,010618700700,North Colonie Central School District,School District,Albany,06/30,Installment Purchase Contract,,,469260,236257,,233003,30-APR-20
2014,010634500100,Green Island Union Free School District,School District,Albany,06/30,Bond,7685000,,,640000,,7045000,30-APR-20
2014,010635500200,Guilderland Central School District,School District,Albany,06/30,Bond,42995000,,,5320000,,37675000,30-APR-20
2014,010635500200,Guilderland Central School District,School District,Albany,06/30,Bond Anticipation Note,2747052,,1013000,881826,,2878226,30-APR-20
2014,010635500200,Guilderland Central School District,School District,Albany,06/30,Tax Anticipation Note,,,4000000,4000000,,,30-APR-20
2014,010658100300,Voorheesville Central School District,School District,Albany,06/30,Bond,10272031,,213377,1349882,,9135526,30-APR-20
2014,010658100300,Voorheesville Central School District,School District,Albany,06/30,Bond Anticipation Note,,,2147700,,,2147700,30-APR-20
2014,010706800100,Berne-Knox-Westerlo Central School District,School District,Albany,06/30,Bond,15004726,,,1164726,,13840000,30-APR-20
2014,010706800100,Berne-Knox-Westerlo Central School District,School District,Albany,06/30,Installment Purchase Contract,682,,201812,682,,201812,30-APR-20
2014,010918701500,Menands Union Free School District,School District,Albany,06/30,Bond,2205000,,,350000,,1855000,30-APR-20
2014,011106802000,Berne Fire District,Fire District,Albany,12/31,Installment Purchase Contract,202769.94,0,,48576.12,,154193.82,30-APR-20
2014,011106802000,Berne Fire District,Fire District,Albany,12/31,State or Authority Loan,48273,-.78,,11622.19,,36650.03,30-APR-20
2014,011107102000,Delmar Fire District,Fire District,Albany,12/31,Bond Anticipation Note,105000,0,,35000,,70000,30-APR-20
2014,011107103000,Elsmere Fire District,Fire District,Albany,12/31,Bond,740000,0,,135000,,605000,30-APR-20
2014,011107107600,Slingerlands Fire District,Fire District,Albany,12/31,Bond,1800000,0,,100000,,1700000,30-APR-20
2014,011118002500,Coeymans Fire District,Fire District,Albany,12/31,Bond,1410000,0,,80000,,1330000,30-APR-20
2014,011118002500,Coeymans Fire District,Fire District,Albany,12/31,State or Authority Loan,0,0,238492,,,238492,30-APR-20
2014,011118701800,Boght Community Fire District,Fire District,Albany,12/31,Bond,5360000,0,,165000,,5195000,30-APR-20
2014,011118708000,Schuyler Heights Fire District,Fire District,Albany,12/31,Bond,652682,0,,71382,,581300,30-APR-20
2014,011118708000,Schuyler Heights Fire District,Fire District,Albany,12/31,Installment Purchase Contract,12000,0,,12000,,0,30-APR-20
2014,011118708800,Verdoy Fire District,Fire District,Albany,12/31,Bond,705000,0,,225000,,480000,30-APR-20
2014,011118708800,Verdoy Fire District,Fire District,Albany,12/31,Installment Purchase Contract,0,0,300000,,,300000,30-APR-20
2014,011118709200,West Albany Fire District,Fire District,Albany,12/31,Bond,0,0,352475,,,352475,30-APR-20
2014,011135502500,Elmwood Park Fire District,Fire District,Albany,12/31,Bond,785000,0,,55000,,730000,30-APR-20
2014,011135503500,Fort Hunter Fire District,Fire District,Albany,12/31,Bond,1505000,0,,230000,,1275000,30-APR-20
2014,011135504000,Guilderland Fire District,Fire District,Albany,12/31,Bond,325000,0,3821276,65000,,4081276,30-APR-20
2014,011135504000,Guilderland Fire District,Fire District,Albany,12/31,Bond Anticipation Note,548000,0,,548000,,0,30-APR-20
2014,011135505500,Mckownville Fire District,Fire District,Albany,12/31,Bond,50000,0,,50000,,0,30-APR-20
2014,011135509000,Westmere Fire District,Fire District,Albany,12/31,Bond Anticipation Note,5160000,,,115000,,5045000,30-APR-20
2014,014601000100,Albany Public Library,Library,Albany,06/30,State or Authority Loan,25895000,0,,625000,,25270000,30-APR-20
2014,020100000000,County of Allegany,County,Allegany,12/31,Bond,32620000,20700,16025000,19355700,,29310000,30-APR-20
2014,020301300000,Town of Alma,Town,Allegany,12/31,Bond Anticipation Note,146609.83,-15209.83,,43800,,87600,30-APR-20
2014,020301400000,Town of Almond,Town,Allegany,12/31,Bond Anticipation Note,50000,0,,25000,,25000,30-APR-20
2014,020302000000,Town of Amity,Town,Allegany,12/31,Bond Anticipation Note,0,0,73790.27,,,73790.27,30-APR-20
2014,020302400000,Town of Andover,Town,Allegany,12/31,Bond,221508,0,59900,44301.6,,237106.4,30-APR-20
2014,020302500000,Town of Angelica,Town,Allegany,12/31,Bond,15555.54,0,,7777.78,,7777.76,30-APR-20
2014,020302500000,Town of Angelica,Town,Allegany,12/31,Bond Anticipation Note,100000,0,,25000,,75000,30-APR-20
2014,020306000000,Town of Belfast,Town,Allegany,12/31,Bond,1377000,0,,49000,,1328000,30-APR-20
2014,020306000000,Town of Belfast,Town,Allegany,12/31,Bond Anticipation Note,65000,0,208929,35000,,238929,30-APR-20
2014,020307900000,Town of Bolivar,Town,Allegany,12/31,Bond Anticipation Note,0,18148.8,140402.65,,,158551.45,30-APR-20
2014,020312300000,Town of Caneadea,Town,Allegany,12/31,Bond,3583222,0,,123600,,3459622,30-APR-20
2014,020312300000,Town of Caneadea,Town,Allegany,12/31,Bond Anticipation Note,3564000,0,1353000,51000,,4866000,30-APR-20
2014,020312300000,Town of Caneadea,Town,Allegany,12/31,Installment Purchase Contract,198079,0,,30664,,167415,30-APR-20
2014,020314200000,Town of Centerville,Town,Allegany,12/31,Installment Purchase Contract,75243,0,,38180,,37063,30-APR-20
2014,020321200000,Town of Cuba,Town,Allegany,12/31,Bond,0,0,1136653,37900,,1098753,30-APR-20
2014,020321200000,Town of Cuba,Town,Allegany,12/31,Bond Anticipation Note,4724970.84,15400,200000,4596770.84,,343600,30-APR-20
2014,020330800000,Town of Friendship,Town,Allegany,12/31,Bond,1176594,0,,63533,,1113061,30-APR-20
2014,020330800000,Town of Friendship,Town,Allegany,12/31,Bond Anticipation Note,308890,0,198371,188091,,319170,30-APR-20
2014,020331800000,Town of Genesee,Town,Allegany,12/31,Bond,69333.34,0,,69333.34,,0,30-APR-20
2014,020333800000,Town of Granger,Town,Allegany,12/31,Installment Purchase Contract,88962.45,0,,21356.67,,67605.78,30-APR-20
2014,020340800000,Town of Hume,Town,Allegany,12/31,Bond,884621.2,0,,50600,,834021.2,30-APR-20
2014,020340800000,Town of Hume,Town,Allegany,12/31,Bond Anticipation Note,86000,0,,21500,,64500,30-APR-20
2014,020340800000,Town of Hume,Town,Allegany,12/31,Revenue Anticipation Note,0,0,179101.3,,,179101.3,30-APR-20
2014,020341500000,Town of Independence,Town,Allegany,12/31,Bond,83500,0,116900,31684,,168716,30-APR-20
2014,020357600000,Town of New Hudson,Town,Allegany,12/31,Bond,207986.8,0,100528.78,51997,,256518.58,30-APR-20
2014,020357600000,Town of New Hudson,Town,Allegany,12/31,Bond Anticipation Note,10265,0,,10265,,0,30-APR-20
2014,020373000000,Town of Rushford,Town,Allegany,12/31,Bond Anticipation Note,77100,0,,25700,,51400,30-APR-20
2014,020375900000,Town of Scio,Town,Allegany,12/31,Bond,919800,0,,54495,,865305,30-APR-20
2014,020375900000,Town of Scio,Town,Allegany,12/31,Other Debt,0,0,200000,,,200000,30-APR-20
2014,020375900000,Town of Scio,Town,Allegany,12/31,Revenue Anticipation Note,250000,0,,250000,,0,30-APR-20
2014,020388700000,Town of Wellsville,Town,Allegany,12/31,Bond,167000,0,,27000,,140000,30-APR-20
2014,020388700000,Town of Wellsville,Town,Allegany,12/31,Bond Anticipation Note,312509,0,207000,115343,,404166,30-APR-20
2014,020388700000,Town of Wellsville,Town,Allegany,12/31,State or Authority Loan,7016.85,0,,7016.85,,0,30-APR-20
2014,020401000090,Village of Alfred,Village,Allegany,05/31,Bond,1756000,0,250000,59000,,1947000,30-APR-20
2014,020401000090,Village of Alfred,Village,Allegany,05/31,Bond Anticipation Note,250000,0,,250000,,0,30-APR-20
2014,020402000420,Village of Belmont,Village,Allegany,05/31,Bond,296894.19,0,3226156,101658,,3421392.19,30-APR-20
2014,020402000420,Village of Belmont,Village,Allegany,05/31,Bond Anticipation Note,5178127.38,0,143857.37,5266024.75,,55960,30-APR-20
2014,020402400170,Village of Andover,Village,Allegany,05/31,Bond,1372550,0,,87420,,1285130,30-APR-20
2014,020402400170,Village of Andover,Village,Allegany,05/31,Bond Anticipation Note,67800,0,,22600,,45200,30-APR-20
2014,020402500180,Village of Angelica,Village,Allegany,05/31,Bond,3089250,0,,815762,,2273488,30-APR-20
2014,020402500180,Village of Angelica,Village,Allegany,05/31,Bond Anticipation Note,0,0,71737.9,,,71737.9,30-APR-20
2014,020407900490,Village of Bolivar,Village,Allegany,05/31,Bond,420950,0,,49950,,371000,30-APR-20
2014,020407900490,Village of Bolivar,Village,Allegany,05/31,Bond Anticipation Note,45766,0,,11000,,34766,30-APR-20
2014,020410300700,Village of Canaseraga,Village,Allegany,05/31,Bond,2465032,0,,86743,,2378289,30-APR-20
2014,020410300700,Village of Canaseraga,Village,Allegany,05/31,Bond Anticipation Note,998000,0,1327397,998000,,1327397,30-APR-20
2014,020421201210,Village of Cuba,Village,Allegany,05/31,Bond,500235,7432,849401,36667,,1320401,30-APR-20
2014,020421201210,Village of Cuba,Village,Allegany,05/31,Bond Anticipation Note,2149696.87,0,380000,2149696.87,,380000,30-APR-20
2014,020421201210,Village of Cuba,Village,Allegany,05/31,State or Authority Loan,76469,0,,24862,,51607,30-APR-20
2014,020488705270,Village of Wellsville,Village,Allegany,05/31,Bond,3134900,0,285000,364900,,3055000,30-APR-20
2014,020488705270,Village of Wellsville,Village,Allegany,05/31,Installment Purchase Contract,71579.14,0,,46366.31,,25212.83,30-APR-20
2014,020488705270,Village of Wellsville,Village,Allegany,05/31,Other Debt,0,0,175152,,,175152,30-APR-20
2014,020688700100,Wellsville Central School District,School District,Allegany,06/30,Bond,38094000,,,3084000,,35010000,30-APR-20
2014,020688700100,Wellsville Central School District,School District,Allegany,06/30,Bond Anticipation Note,488950,,150000,244550,,394400,30-APR-20
2014,020701000100,Alfred-Almond Central School District,School District,Allegany,06/30,Bond,10154099,,107959,1295221,,8966837,30-APR-20
2014,020701000100,Alfred-Almond Central School District,School District,Allegany,06/30,Bond Anticipation Note,685000,,4685000,685000,,4685000,30-APR-20
2014,020701000100,Alfred-Almond Central School District,School District,Allegany,06/30,Other Debt,113705,,,19210,,94495,30-APR-20
2014,020702400100,Andover Central School District,School District,Allegany,06/30,Bond,6050000,,,710000,,5340000,30-APR-20
2014,020702400100,Andover Central School District,School District,Allegany,06/30,Bond Anticipation Note,640021,,,640021,,,30-APR-20
2014,020702500100,Genesee Valley Central School District,School District,Allegany,06/30,Bond,21245000,,,870000,,20375000,30-APR-20
2014,020702500100,Genesee Valley Central School District,School District,Allegany,06/30,Bond Anticipation Note,386236,,6100000,94953,,6391283,30-APR-20
2014,020702500100,Genesee Valley Central School District,School District,Allegany,06/30,Installment Purchase Contract,106767,,,53993,,52774,30-APR-20
2014,020706000100,Belfast Central School District,School District,Allegany,06/30,Bond,12211000,,,941000,,11270000,30-APR-20
2014,020707900100,Bolivar-Richburg Central School District,School District,Allegany,06/30,Bond,14385000,,,2235000,,12150000,30-APR-20
2014,020707900100,Bolivar-Richburg Central School District,School District,Allegany,06/30,Bond Anticipation Note,422900,,,142500,,280400,30-APR-20
2014,020707900100,Bolivar-Richburg Central School District,School District,Allegany,06/30,Installment Purchase Contract,25160,,,25162,,-2,30-APR-20
2014,020710300200,Canaseraga Central School District,School District,Allegany,06/30,Bond,860000,,,275000,,585000,30-APR-20
2014,020710300200,Canaseraga Central School District,School District,Allegany,06/30,Bond Anticipation Note,6885000,,,320000,,6565000,30-APR-20
2014,020721200100,Cuba-Rushford Central School District,School District,Allegany,06/30,Bond,4015000,,,820000,,3195000,30-APR-20
2014,020721200100,Cuba-Rushford Central School District,School District,Allegany,06/30,Bond Anticipation Note,7500000,,1605000,105000,,9000000,30-APR-20
2014,020721200100,Cuba-Rushford Central School District,School District,Allegany,06/30,Other Debt,753774,,,239313,,514461,30-APR-20
2014,020730800100,Friendship Central School District,School District,Allegany,06/30,Bond,13115000,,,930000,,12185000,30-APR-20
2014,020730800100,Friendship Central School District,School District,Allegany,06/30,Bond Anticipation Note,87600,,98000,35000,,150600,30-APR-20
2014,020740800100,Fillmore Central School District,School District,Allegany,06/30,Bond,12395000,,,1495000,,10900000,30-APR-20
2014,020740800100,Fillmore Central School District,School District,Allegany,06/30,Bond Anticipation Note,303900,,107000,86600,,324300,30-APR-20
2014,020740800100,Fillmore Central School District,School District,Allegany,06/30,Installment Purchase Contract,21715,,,21715,,,30-APR-20
2014,020741500100,Whitesville Central School District,School District,Allegany,06/30,Bond,8315000,,,710000,,7605000,30-APR-20
2014,020775900100,Scio Central School District,School District,Allegany,06/30,Bond,4998697,,85370,772888,,4311179,30-APR-20
2014,021106002000,Belfast Fire District,Fire District,Allegany,12/31,State or Authority Loan,72841,0,,14542.26,,58298.74,30-APR-20
2014,021107901000,Bolivar Joint Fire District,Fire District,Allegany,12/31,Installment Purchase Contract,278473,0,,41318,,237155,30-APR-20
2014,021112302500,Caneadea Fire District,Fire District,Allegany,12/31,Bond,60000,0,,30000,,30000,30-APR-20
2014,021175908000,Scio No. 1 Fire District,Fire District,Allegany,12/31,Bond,28000,0,,7000,,21000,30-APR-20
2014,027407900000,Bolivar-Richburg Joint Water System,Joint Activity,Allegany,05/31,Bond Anticipation Note,540590,0,,540590,,0,30-APR-20
2014,030100000000,County of Broome,County,Broome,12/31,Bond,67438000,0,,8026500,,59411500,30-APR-20
2014,030100000000,County of Broome,County,Broome,12/31,Bond Anticipation Note,55670000,0,23235184,7926184,,70979000,30-APR-20
2014,030100000000,County of Broome,County,Broome,12/31,Installment Purchase Contract,2733377,0,169542,1340977,,1561942,30-APR-20
2014,030100000000,County of Broome,County,Broome,12/31,Tax Anticipation Note,12500000,0,12500000,12500000,,12500000,30-APR-20
2014,030206000000,City of Binghamton,City,Broome,12/31,Bond,81589999,1,27530000,22935000.02,,86184999.98,30-APR-20
2014,030206000000,City of Binghamton,City,Broome,12/31,Bond Anticipation Note,37089950,-1964899,16649523.79,18010051,,33764523.79,30-APR-20
2014,030206000000,City of Binghamton,City,Broome,12/31,Installment Purchase Contract,2733665.34,123579.12,,689697.85,,2167546.61,30-APR-20
2014,030307300000,Town of Binghamton,Town,Broome,12/31,Bond,1279000,-250000,,63000,,966000,30-APR-20
2014,030307300000,Town of Binghamton,Town,Broome,12/31,Bond Anticipation Note,0,0,500000,,,500000,30-APR-20
2014,030315400000,Town of Chenango,Town,Broome,12/31,Bond,11538400,0,95000,1043300,,10590100,30-APR-20
2014,030318500000,Town of Colesville,Town,Broome,12/31,Bond,89000,0,,22000,,67000,30-APR-20
2014,030318500000,Town of Colesville,Town,Broome,12/31,Budget Note,250000,0,,250000,,0,30-APR-20
2014,030319500000,Town of Conklin,Town,Broome,12/31,Bond,1263850,0,165353.23,242550,,1186653.23,30-APR-20
2014,030319500000,Town of Conklin,Town,Broome,12/31,Bond Anticipation Note,275000,0,250000,275000,,250000,30-APR-20
2014,030319500000,Town of Conklin,Town,Broome,12/31,Installment Purchase Contract,81774.21,0,,43488.45,,38285.76,30-APR-20
2014,030319500000,Town of Conklin,Town,Broome,12/31,Other Debt,1034476,0,,53000,,981476,30-APR-20
2014,030323500000,Town of Dickinson,Town,Broome,12/31,Bond,870000,0,,45000,,825000,30-APR-20
2014,030323500000,Town of Dickinson,Town,Broome,12/31,Bond Anticipation Note,0,0,750000,,,750000,30-APR-20
2014,030328600000,Town of Fenton,Town,Broome,12/31,Bond,106250,0,,12500,,93750,30-APR-20
2014,030328600000,Town of Fenton,Town,Broome,12/31,Bond Anticipation Note,57000,0,162000,44500,,174500,30-APR-20
2014,030328600000,Town of Fenton,Town,Broome,12/31,Installment Purchase Contract,331949.9,0,,60259.37,,271690.53,30-APR-20
2014,030344200000,Town of Kirkwood,Town,Broome,12/31,Bond,1343000,0,,108000,,1235000,30-APR-20
2014,030349900000,Town of Maine,Town,Broome,12/31,Bond,72858.73,0,,36429.35,,36429.38,30-APR-20
2014,030349900000,Town of Maine,Town,Broome,12/31,Bond Anticipation Note,4342631,0,,457369,,3885262,30-APR-20
2014,030349900000,Town of Maine,Town,Broome,12/31,Installment Purchase Contract,0,0,50000,,,50000,30-APR-20
2014,030355800000,Town of Nanticoke,Town,Broome,12/31,Bond Anticipation Note,78459,0,,46153,,32306,30-APR-20
2014,030374300000,Town of Sanford,Town,Broome,12/31,Bond,1115000,0,,82000,,1033000,30-APR-20
2014,030384600000,Town of Union,Town,Broome,12/31,Bond,2510440,0,,515440,,1995000,30-APR-20
2014,030384600000,Town of Union,Town,Broome,12/31,Bond Anticipation Note,2789700,0,1433620,326835,,3896485,30-APR-20
2014,030384600000,Town of Union,Town,Broome,12/31,Installment Purchase Contract,118398,682,,112962,,6118,30-APR-20
2014,030385500000,Town of Vestal,Town,Broome,12/31,Bond,6972125,0,886865,1021050,,6837940,30-APR-20
2014,030385500000,Town of Vestal,Town,Broome,12/31,Bond Anticipation Note,13118525,0,1198000,4876525,,9440000,30-APR-20
2014,030391900000,Town of Windsor,Town,Broome,12/31,Bond,6496873.44,0,,275045.07,,6221828.37,30-APR-20
2014,030391900000,Town of Windsor,Town,Broome,12/31,Bond Anticipation Note,400000,0,350000,400000,,350000,30-APR-20
2014,030423504030,Village of Port Dickinson,Village,Broome,05/31,Bond,269450,550,,30000,,240000,30-APR-20
2014,030423504030,Village of Port Dickinson,Village,Broome,05/31,Bond Anticipation Note,80000,0,,16000,,64000,30-APR-20
2014,030423504030,Village of Port Dickinson,Village,Broome,05/31,State or Authority Loan,58098,1.06,,3837.52,,54261.54,30-APR-20
2014,030474301290,Village of Deposit,Village,Broome,02/28,Bond,4103431,0,,216446,,3886985,30-APR-20
2014,030483305370,Village of Whitney Point,Village,Broome,05/31,Bond,7210159.12,0,166354,349376.5,,7027136.62,30-APR-20
2014,030483305370,Village of Whitney Point,Village,Broome,05/31,Bond Anticipation Note,725415,0,,725415,,0,30-APR-20
2014,030484601580,Village of Endicott,Village,Broome,05/31,Bond,10135400,0,1821000,969500,,10986900,30-APR-20
2014,030484601580,Village of Endicott,Village,Broome,05/31,Bond Anticipation Note,1146000,0,720000,1866000,,0,30-APR-20
2014,030484601580,Village of Endicott,Village,Broome,05/31,Installment Purchase Contract,0,121906,106164,89912.14,,138157.86,30-APR-20
2014,030484601580,Village of Endicott,Village,Broome,05/31,Other Debt,121906,-121906,,0,,0,30-APR-20
2014,030484602480,Village of Johnson City,Village,Broome,05/31,Bond,29720000,0,,1390000,,28330000,30-APR-20
2014,030484602480,Village of Johnson City,Village,Broome,05/31,Bond Anticipation Note,15280705,.16,3525603.26,7320630.16,,11485678.26,30-APR-20
2014,030484602480,Village of Johnson City,Village,Broome,05/31,Installment Purchase Contract,1203157.82,0,,88843.69,,1114314.13,30-APR-20
2014,030491905410,Village of Windsor,Village,Broome,02/28,Bond,22500,0,,5000,,17500,30-APR-20
2014,030506000000,Binghamton City School District,School District,Broome,06/30,Bond,57100000,,1805000,6985000,,51920000,30-APR-20
2014,030506000000,Binghamton City School District,School District,Broome,06/30,Bond Anticipation Note,16000000,,20000000,16000000,,20000000,30-APR-20
2014,030506000000,Binghamton City School District,School District,Broome,06/30,Revenue Anticipation Note,7200000,,10000000,7200000,,10000000,30-APR-20
2014,030506000000,Binghamton City School District,School District,Broome,06/30,Tax Anticipation Note,5000000,,9000000,5000000,,9000000,30-APR-20
2014,030605100100,Chenango Forks Central School District,School District,Broome,06/30,Bond,18123800,,,2641800,,15482000,30-APR-20
2014,030605100100,Chenango Forks Central School District,School District,Broome,06/30,Bond Anticipation Note,,,485000,,,485000,30-APR-20
2014,030619500100,Susquehanna Valley Central School District,School District,Broome,06/30,Bond,28188578,,4531000,2866539,,29853039,30-APR-20
2014,030619500100,Susquehanna Valley Central School District,School District,Broome,06/30,Bond Anticipation Note,4693758,,,4693758,,,30-APR-20
2014,030623500100,Chenango Valley Central School District,School District,Broome,06/30,Bond,19787018,,441566,2598609,,17629975,30-APR-20
2014,030649900100,Maine-Endwell Central School District,School District,Broome,06/30,Bond,44686985,,328788,3670397,,41345376,30-APR-20
2014,030649900100,Maine-Endwell Central School District,School District,Broome,06/30,Bond Anticipation Note,9628400,,8691850,9628400,,8691850,30-APR-20
2014,030649900100,Maine-Endwell Central School District,School District,Broome,06/30,Revenue Anticipation Note,6000000,,,6000000,,,30-APR-20
