CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,SUB_GOVT_TYPE,COUNTY,FISCAL_YEAR_END,DEBT_TYPE_DESC,BEGINNING_YEAR_BALANCE_SUM,PRIOR_YEAR_ADJUSTMENT_SUM,DEBT_ISSUED_IN_CURRENT_YEAR,DEBT_PAID_CURRENT_YEAR,ACCRETED_INTEREST_SUM,ENDING_YEAR_BALANCE_SUM,SNAPSHOT_DATE
2008,010501000000,Albany City School District,School District,Albany,06/30,Bond,33525342,,16575000,4213178,,45887164,30-APR-20
2008,010501000000,Albany City School District,School District,Albany,06/30,Bond Anticipation Note,126301000,,1853320,3035660,,125118660,30-APR-20
2008,010501000000,Albany City School District,School District,Albany,06/30,Other Debt,1835010,,,107190,,1727820,30-APR-20
2008,010501000000,Albany City School District,School District,Albany,06/30,Revenue Anticipation Note,8500000,,13000000,8500000,,13000000,30-APR-20
2008,010501000000,Albany City School District,School District,Albany,06/30,Tax Anticipation Note,10000000,,5450000,10000000,,5450000,30-APR-20
2008,010509000000,Cohoes City School District,School District,Albany,06/30,Bond,12270000,,,1510000,,10760000,30-APR-20
2008,010509000000,Cohoes City School District,School District,Albany,06/30,Bond Anticipation Note,9500000,,6400000,,,15900000,30-APR-20
2008,010509000000,Cohoes City School District,School District,Albany,06/30,Other Debt,2323086,,,318768,,2004318,30-APR-20
2008,010560000000,Watervliet City School District,School District,Albany,06/30,Bond,2230000,,,245000,,1985000,30-APR-20
2008,010560000000,Watervliet City School District,School District,Albany,06/30,Bond Anticipation Note,,,8200000,,,8200000,30-APR-20
2008,010560000000,Watervliet City School District,School District,Albany,06/30,Other Debt,115956,,,115956,,,30-APR-20
2008,010560000000,Watervliet City School District,School District,Albany,06/30,Revenue Anticipation Note,2350000,,1500000,2350000,,1500000,30-APR-20
2008,010607100600,Bethlehem Central School District,School District,Albany,06/30,Bond,75956604,,29444850,5506701,,99894753,30-APR-20
2008,010607100600,Bethlehem Central School District,School District,Albany,06/30,Bond Anticipation Note,,,1134423,,,1134423,30-APR-20
2008,010607100600,Bethlehem Central School District,School District,Albany,06/30,Installment Purchase Contract,1190997,,,325926,,865071,30-APR-20
2008,010607100600,Bethlehem Central School District,School District,Albany,06/30,Other Debt,3650585,,,389883,,3260702,30-APR-20
2008,010607100600,Bethlehem Central School District,School District,Albany,06/30,Tax Anticipation Note,,,3300001,3300001,,,30-APR-20
2008,010618000200,Ravena-Coeymans-Selkirk Central School District,School District,Albany,06/30,Bond,27527955,,,2490749,,25037206,30-APR-20
2008,010618000200,Ravena-Coeymans-Selkirk Central School District,School District,Albany,06/30,Bond Anticipation Note,391815,,360000,78363,,673452,30-APR-20
2008,010618000200,Ravena-Coeymans-Selkirk Central School District,School District,Albany,06/30,Installment Purchase Contract,40862,,,25912,,14950,30-APR-20
2008,010618700100,South Colonie Central School District,School District,Albany,06/30,Bond,36385000,,,2545000,,33840000,30-APR-20
2008,010618700100,South Colonie Central School District,School District,Albany,06/30,Bond Anticipation Note,5185828,,9192433,5185828,,9192433,30-APR-20
2008,010618700100,South Colonie Central School District,School District,Albany,06/30,Installment Purchase Contract,546254,,,129676,,416578,30-APR-20
2008,010618700100,South Colonie Central School District,School District,Albany,06/30,Other Debt,948914,,,314223,,634691,30-APR-20
2008,010618700500,North Colonie School District,School District,Albany,06/30,Bond,43840000,,,3130000,,40710000,30-APR-20
2008,010618700500,North Colonie School District,School District,Albany,06/30,Installment Purchase Contract,23043,,,6426,,16617,30-APR-20
2008,010618700500,North Colonie School District,School District,Albany,06/30,Other Debt,225746,,,225746,,,30-APR-20
2008,010634500100,Green Island Union Free School District,School District,Albany,06/30,Bond,8489160,,2190531,571271,,10108420,30-APR-20
2008,010634500100,Green Island Union Free School District,School District,Albany,06/30,Bond Anticipation Note,2295000,,,2295000,,,30-APR-20
2008,010635500200,Guilderland Central School District,School District,Albany,06/30,Bond,46680000,,,3825000,,42855000,30-APR-20
2008,010635500200,Guilderland Central School District,School District,Albany,06/30,Bond Anticipation Note,2273944,,835000,762924,,2346020,30-APR-20
2008,010635500200,Guilderland Central School District,School District,Albany,06/30,Other Debt,550000,,,80000,,470000,30-APR-20
2008,010658100300,Voorheesville Central School District,School District,Albany,06/30,Bond,17419977,,197551,1379199,,16238329,30-APR-20
2008,010658100300,Voorheesville Central School District,School District,Albany,06/30,Bond Anticipation Note,150000,,120000,150000,,120000,30-APR-20
2008,010658100300,Voorheesville Central School District,School District,Albany,06/30,Installment Purchase Contract,7576,,,7576,,,30-APR-20
2008,010706800100,Berne-Knox-Westerlo Central School District,School District,Albany,06/30,Bond,5405000,,,415000,,4990000,30-APR-20
2008,010706800100,Berne-Knox-Westerlo Central School District,School District,Albany,06/30,Bond Anticipation Note,227000,,160000,387000,,,30-APR-20
2008,010706800100,Berne-Knox-Westerlo Central School District,School District,Albany,06/30,Installment Purchase Contract,92472,,60927,46946,,106453,30-APR-20
2008,010918701500,Menands Union Free School District,School District,Albany,06/30,Bond,4225000,,,325000,,3900000,30-APR-20
2008,011018702200,Maplewood-Colonie School District,School District,Albany,06/30,Bond,235000,,,20000,,215000,30-APR-20
2008,011106802000,Berne Fire District,Fire District,Albany,12/31,Bond,294406.98,59.67,,73933.33,,220533.32,30-APR-20
2008,011106802000,Berne Fire District,Fire District,Albany,12/31,State or Authority Loan,112289,0,,10022,,102267,30-APR-20
2008,011107103000,Elsmere Fire District,Fire District,Albany,12/31,Bond,1455000,0,,110000,,1345000,30-APR-20
2008,011118002500,Coeymans Fire District,Fire District,Albany,12/31,Bond,1835000,0,,65000,,1770000,30-APR-20
2008,011118701800,Boght Community Fire District,Fire District,Albany,12/31,Bond,162000,0,,54000,,108000,30-APR-20
2008,011118708000,Schuyler Heights Fire District,Fire District,Albany,12/31,Bond,297600,0,,32100,,265500,30-APR-20
2008,011118708300,Stanford Heights Fire District,Fire District,Albany,12/31,Bond Anticipation Note,16000,0,,16000,,0,30-APR-20
2008,011118708800,Verdoy Fire District,Fire District,Albany,12/31,Bond,1845000,0,,165000,,1680000,30-APR-20
2008,011135502500,Elmwood Park Fire District,Fire District,Albany,12/31,Bond,1112000,0,345000,77000,,1380000,30-APR-20
2008,011135503500,Fort Hunter Fire District,Fire District,Albany,12/31,Bond,2695000,0,,180000,,2515000,30-APR-20
2008,011135504000,Guilderland Fire District,Fire District,Albany,12/31,Bond,150000,0,650000,75000,,725000,30-APR-20
2008,011135504000,Guilderland Fire District,Fire District,Albany,12/31,Bond Anticipation Note,168000,0,,42000,,126000,30-APR-20
2008,011135504200,Guilderland Center Fire District,Fire District,Albany,12/31,Bond,105334,0,,26334,,79000,30-APR-20
2008,011135504200,Guilderland Center Fire District,Fire District,Albany,12/31,Installment Purchase Contract,48713,0,,15576,,33137,30-APR-20
2008,011144305000,Knox Fire District,Fire District,Albany,12/31,Bond,60000,0,,15000,,45000,30-APR-20
2008,020100000000,County of Allegany,County,Allegany,12/31,Bond,31443200,0,,1923200,,29520000,30-APR-20
2008,020100000000,County of Allegany,County,Allegany,12/31,Bond Anticipation Note,1468525,0,,,,1468525,30-APR-20
2008,020100000000,County of Allegany,County,Allegany,12/31,Installment Purchase Contract,95909,-17537,,39186,,39186,30-APR-20
2008,020301000000,Town of Alfred,Town,Allegany,12/31,Bond,5000,0,,5000,,0,30-APR-20
2008,020301000000,Town of Alfred,Town,Allegany,12/31,Bond Anticipation Note,0,0,30000,0,,30000,30-APR-20
2008,020301200000,Town of Allen,Town,Allegany,12/31,Bond Anticipation Note,97141,0,86000,26308.2,,156832.8,30-APR-20
2008,020301200000,Town of Allen,Town,Allegany,12/31,Capital Note,0,0,35000,35000,,0,30-APR-20
2008,020301300000,Town of Alma,Town,Allegany,12/31,Bond,18358.97,0,,18358.97,,0,30-APR-20
2008,020301300000,Town of Alma,Town,Allegany,12/31,Bond Anticipation Note,119837.6,0,80000,27824.42,,172013.18,30-APR-20
2008,020301400000,Town of Almond,Town,Allegany,12/31,Bond,44384,0,,24603,,19781,30-APR-20
2008,020302000000,Town of Amity,Town,Allegany,12/31,Bond,32500,,,32500,,0,30-APR-20
2008,020302400000,Town of Andover,Town,Allegany,12/31,Bond,0,0,180032,0,,180032,30-APR-20
2008,020302400000,Town of Andover,Town,Allegany,12/31,Bond Anticipation Note,0,32000,0,32000,,0,30-APR-20
2008,020302500000,Town of Angelica,Town,Allegany,12/31,Bond,442222.22,0,,127777.78,,314444.44,30-APR-20
2008,020302500000,Town of Angelica,Town,Allegany,12/31,Bond Anticipation Note,0,0,125000,,,125000,30-APR-20
2008,020306000000,Town of Belfast,Town,Allegany,12/31,Bond,125000,0,1656000,80000,,1701000,30-APR-20
2008,020306000000,Town of Belfast,Town,Allegany,12/31,Bond Anticipation Note,1549500,0,,1549500,,0,30-APR-20
2008,020306000000,Town of Belfast,Town,Allegany,12/31,Revenue Anticipation Note,0,0,140000,,,140000,30-APR-20
2008,020312300000,Town of Caneadea,Town,Allegany,12/31,Bond,111500,0,,21500,,90000,30-APR-20
2008,020312300000,Town of Caneadea,Town,Allegany,12/31,Bond Anticipation Note,119600,0,882961,29900,,972661,30-APR-20
2008,020316800000,Town of Clarksville,Town,Allegany,12/31,Bond Anticipation Note,0,32000,,32000,,0,30-APR-20
2008,020321200000,Town of Cuba,Town,Allegany,12/31,Bond Anticipation Note,158850,-150,160000,83700,,235000,30-APR-20
2008,020330800000,Town of Friendship,Town,Allegany,12/31,Bond,1594796,0,,89534,,1505262,30-APR-20
2008,020330800000,Town of Friendship,Town,Allegany,12/31,Bond Anticipation Note,191735,0,15000,59735,,147000,30-APR-20
2008,020331800000,Town of Genesee,Town,Allegany,12/31,Bond,64742.46,0,28000,21580,,71162.46,30-APR-20
2008,020340800000,Town of Hume,Town,Allegany,12/31,Bond,1248221.2,0,,65600,,1182621.2,30-APR-20
2008,020340800000,Town of Hume,Town,Allegany,12/31,Bond Anticipation Note,15800,0,,5900,,9900,30-APR-20
2008,020341500000,Town of Independence,Town,Allegany,12/31,Bond,37300,0,45000,25300,,57000,30-APR-20
2008,020357600000,Town of New Hudson,Town,Allegany,12/31,Bond,10000,0,,2000,,8000,30-APR-20
2008,020357600000,Town of New Hudson,Town,Allegany,12/31,Bond Anticipation Note,285600,0,,64800,,220800,30-APR-20
2008,020373000000,Town of Rushford,Town,Allegany,12/31,Bond Anticipation Note,106000,0,,46000,,60000,30-APR-20
2008,020375900000,Town of Scio,Town,Allegany,12/31,Bond,529754,0,,53200,,476554,30-APR-20
2008,020375900000,Town of Scio,Town,Allegany,12/31,Bond Anticipation Note,0,687021,26000,,,713021,30-APR-20
2008,020386900000,Town of Ward,Town,Allegany,12/31,Bond Anticipation Note,31200,,0,15600,,15600,30-APR-20
2008,020388700000,Town of Wellsville,Town,Allegany,12/31,Bond,347483,0,,43786,,303697,30-APR-20
2008,020388700000,Town of Wellsville,Town,Allegany,12/31,Bond Anticipation Note,188056.79,0,42277,55943.76,,174390.03,30-APR-20
2008,020388700000,Town of Wellsville,Town,Allegany,12/31,State or Authority Loan,133662.28,0,,20584,,113078.28,30-APR-20
2008,020388800000,Town of West Almond,Town,Allegany,12/31,Bond Anticipation Note,85000,0,,25000,,60000,30-APR-20
2008,020391200000,Town of Willing,Town,Allegany,12/31,Bond,30000,0,,15000,,15000,30-APR-20
2008,020392100000,Town of Wirt,Town,Allegany,12/31,Bond Anticipation Note,273637.68,0,,117533.34,,156104.34,30-APR-20
2008,020401000090,Village of Alfred,Village,Allegany,05/31,Bond,1435000,0,,40000,,1395000,30-APR-20
2008,020401400110,Village of Almond,Village,Allegany,05/31,Bond,124113,0,,31029,,93084,30-APR-20
2008,020402000420,Village of Belmont,Village,Allegany,05/31,Bond,441683.19,0,,32627,,409056.19,30-APR-20
2008,020402000420,Village of Belmont,Village,Allegany,05/31,Bond Anticipation Note,204984.25,0,15239,54521.75,,165701.5,30-APR-20
2008,020402500180,Village of Angelica,Village,Allegany,05/31,Bond,1411322,0,55600,93012,,1373910,30-APR-20
2008,020402500180,Village of Angelica,Village,Allegany,05/31,Bond Anticipation Note,0,0,58500,,,58500,30-APR-20
2008,020402500180,Village of Angelica,Village,Allegany,05/31,Revenue Anticipation Note,556000,,,166555,,389445,30-APR-20
2008,020407900490,Village of Bolivar,Village,Allegany,05/31,Bond,637000,0,37800,37000,,637800,30-APR-20
2008,020407900490,Village of Bolivar,Village,Allegany,05/31,Bond Anticipation Note,69650,0,,9950,,59700,30-APR-20
2008,020407904200,Village of Richburg,Village,Allegany,05/31,Bond,80000,0,,20000,,60000,30-APR-20
2008,020410300700,Village of Canaseraga,Village,Allegany,05/31,Bond,91000,0,,1000,,90000,30-APR-20
2008,020410300700,Village of Canaseraga,Village,Allegany,05/31,Bond Anticipation Note,2771000,0,,70000,,2701000,30-APR-20
2008,020421201210,Village of Cuba,Village,Allegany,05/31,Bond,732900,0,90000,68398,,754502,30-APR-20
2008,020421201210,Village of Cuba,Village,Allegany,05/31,State or Authority Loan,33033,0,,16313,,16720,30-APR-20
2008,020488705270,Village of Wellsville,Village,Allegany,05/31,Bond,4422500,0,200000,323600,,4298900,30-APR-20
2008,020688700100,Wellsville Central School District,School District,Allegany,06/30,Bond,24115000,,,1295000,,22820000,30-APR-20
2008,020688700100,Wellsville Central School District,School District,Allegany,06/30,Bond Anticipation Note,427703,,181993,111400,,498296,30-APR-20
2008,020688700100,Wellsville Central School District,School District,Allegany,06/30,Revenue Anticipation Note,,,1500000,,,1500000,30-APR-20
2008,020701000100,Alfred-Almond Central School District,School District,Allegany,06/30,Bond,7155939,,173000,940920,,6388019,30-APR-20
2008,020702400100,Andover Central School District,School District,Allegany,06/30,Bond,7210000,,,795000,,6415000,30-APR-20
2008,020702400100,Andover Central School District,School District,Allegany,06/30,Installment Purchase Contract,30000,,,15000,,15000,30-APR-20
2008,020702400100,Andover Central School District,School District,Allegany,06/30,Other Debt,72772,,,72773,,-1,30-APR-20
2008,020702500100,Genesee Valley Central School District,School District,Allegany,06/30,Bond,26745000,,,915000,,25830000,30-APR-20
2008,020702500100,Genesee Valley Central School District,School District,Allegany,06/30,Bond Anticipation Note,94800,,,31600,,63200,30-APR-20
2008,020702500100,Genesee Valley Central School District,School District,Allegany,06/30,Installment Purchase Contract,295320,,162495,60102,,397713,30-APR-20
2008,020702500100,Genesee Valley Central School District,School District,Allegany,06/30,Other Debt,0,,,,,,30-APR-20
2008,020706000100,Belfast Central School District,School District,Allegany,06/30,Bond,3861000,,,281000,,3580000,30-APR-20
2008,020706000100,Belfast Central School District,School District,Allegany,06/30,Bond Anticipation Note,,,990000,,,990000,30-APR-20
2008,020706000100,Belfast Central School District,School District,Allegany,06/30,Installment Purchase Contract,110000,,,19943,,90057,30-APR-20
2008,020707900100,Bolivar-Richburg Central School District,School District,Allegany,06/30,Bond,23220000,,,2900000,,20320000,30-APR-20
2008,020707900100,Bolivar-Richburg Central School District,School District,Allegany,06/30,Installment Purchase Contract,263432,,,52287,,211145,30-APR-20
2008,020710300200,Canaseraga Central School District,School District,Allegany,06/30,Bond,2555000,,,470000,,2085000,30-APR-20
2008,020721200100,Cuba-Rushford Central School District,School District,Allegany,06/30,Bond,8025000,,,645000,,7380000,30-APR-20
2008,020721200100,Cuba-Rushford Central School District,School District,Allegany,06/30,Bond Anticipation Note,388000,,411650,84000,,715650,30-APR-20
2008,020721200100,Cuba-Rushford Central School District,School District,Allegany,06/30,Other Debt,1971911,,,179488,,1792423,30-APR-20
2008,020730800100,Friendship Central School District,School District,Allegany,06/30,Bond,6740000,,,305000,,6435000,30-APR-20
2008,020730800100,Friendship Central School District,School District,Allegany,06/30,Bond Anticipation Note,172150,,,56597,,115553,30-APR-20
2008,020740800100,Fillmore Central School District,School District,Allegany,06/30,Bond,4980000,,14549573,485000,,19044573,30-APR-20
2008,020740800100,Fillmore Central School District,School District,Allegany,06/30,Bond Anticipation Note,,,8750000,8750000,,,30-APR-20
2008,020740800100,Fillmore Central School District,School District,Allegany,06/30,Installment Purchase Contract,436251,,210274,101779,,544746,30-APR-20
2008,020741500100,Whitesville Central School District,School District,Allegany,06/30,Bond,4005000,,,275000,,3730000,30-APR-20
2008,020741500100,Whitesville Central School District,School District,Allegany,06/30,Bond Anticipation Note,24863,,64000,12431,,76432,30-APR-20
2008,020775900100,Scio Central School District,School District,Allegany,06/30,Bond,5507906,,3117813,462635,,8163084,30-APR-20
2008,020775900100,Scio Central School District,School District,Allegany,06/30,Bond Anticipation Note,3260831,,3260831,6521662,,,30-APR-20
2008,020775900100,Scio Central School District,School District,Allegany,06/30,Other Debt,203244,,,203244,,,30-APR-20
2008,021106002000,Belfast Fire District,Fire District,Allegany,12/31,State or Authority Loan,9038,,144000,9038,,144000,30-APR-20
2008,021112302500,Caneadea Fire District,Fire District,Allegany,12/31,Bond Anticipation Note,414000,0,,204000,,210000,30-APR-20
2008,021141504800,Independence Fire District,Fire District,Allegany,12/31,State or Authority Loan,62193,0,,9736,,52457,30-APR-20
2008,021173007500,Rushford Fire District,Fire District,Allegany,12/31,Installment Purchase Contract,62304.86,8711.18,,11383,,59633.04,30-APR-20
2008,030100000000,County of Broome,County,Broome,12/31,Bond,53893700,0,,4497600,,49396100,30-APR-20
2008,030100000000,County of Broome,County,Broome,12/31,Bond Anticipation Note,21300000,0,25023212,4963212,,41360000,30-APR-20
2008,030100000000,County of Broome,County,Broome,12/31,Capital Note,107275,0,,21335,,85940,30-APR-20
2008,030100000000,County of Broome,County,Broome,12/31,Installment Purchase Contract,20791316,0,54208,594261,,20251263,30-APR-20
2008,030100000000,County of Broome,County,Broome,12/31,Other Debt,63729335,0,,1045000,,62684335,30-APR-20
2008,030206000000,City of Binghamton,City,Broome,12/31,Bond,97378157,0,,4793155,,92585002,30-APR-20
2008,030206000000,City of Binghamton,City,Broome,12/31,Bond Anticipation Note,29322343,-3974845.1,12599082.12,2462843,,35483737.02,30-APR-20
2008,030206000000,City of Binghamton,City,Broome,12/31,Installment Purchase Contract,1680173,0,,180179,,1499994,30-APR-20
2008,030307300000,Town of Binghamton,Town,Broome,12/31,Bond,1076000,0,271000,46000,,1301000,30-APR-20
2008,030307300000,Town of Binghamton,Town,Broome,12/31,Bond Anticipation Note,435340,0,,310340,,125000,30-APR-20
2008,030315400000,Town of Chenango,Town,Broome,12/31,Bond,8856000,0,3500000,839000,,11517000,30-APR-20
2008,030315400000,Town of Chenango,Town,Broome,12/31,Bond Anticipation Note,4912600,0,450000,3993600,,1369000,30-APR-20
2008,030318500000,Town of Colesville,Town,Broome,12/31,Budget Note,3102000,,,3102000,,0,30-APR-20
2008,030319500000,Town of Conklin,Town,Broome,12/31,Bond,865000,0,756000,45000,,1576000,30-APR-20
2008,030319500000,Town of Conklin,Town,Broome,12/31,Bond Anticipation Note,1810000,0,,1005000,,805000,30-APR-20
2008,030319500000,Town of Conklin,Town,Broome,12/31,Installment Purchase Contract,208162.5,0,106245,55860.4,,258547.1,30-APR-20
2008,030319500000,Town of Conklin,Town,Broome,12/31,Other Debt,0,1232780,,22150,,1210630,30-APR-20
2008,030319500000,Town of Conklin,Town,Broome,12/31,Revenue Anticipation Note,0,0,750000,,,750000,30-APR-20
2008,030323500000,Town of Dickinson,Town,Broome,12/31,Bond,1172000,0,,42000,,1130000,30-APR-20
2008,030323500000,Town of Dickinson,Town,Broome,12/31,Bond Anticipation Note,138000,0,808000,138000,,808000,30-APR-20
2008,030328600000,Town of Fenton,Town,Broome,12/31,Bond Anticipation Note,194611,0,,130008,,64603,30-APR-20
2008,030344200000,Town of Kirkwood,Town,Broome,12/31,Bond,1388803,0,,19886,,1368917,30-APR-20
2008,030344200000,Town of Kirkwood,Town,Broome,12/31,Budget Note,950000,0,,950000,,0,30-APR-20
2008,030349900000,Town of Maine,Town,Broome,12/31,Bond,155100,0,,51700,,103400,30-APR-20
2008,030349900000,Town of Maine,Town,Broome,12/31,Bond Anticipation Note,,,,,,,30-APR-20
2008,030349900000,Town of Maine,Town,Broome,12/31,Budget Note,,,,,,,30-APR-20
2008,030349900000,Town of Maine,Town,Broome,12/31,Capital Note,,,,,,,30-APR-20
2008,030355800000,Town of Nanticoke,Town,Broome,12/31,Bond,87700,0,,52950,,34750,30-APR-20
2008,030355800000,Town of Nanticoke,Town,Broome,12/31,Bond Anticipation Note,0,0,175000,0,,175000,30-APR-20
2008,030374300000,Town of Sanford,Town,Broome,12/31,Bond,2223185,-875000,100000,65000,,1383185,30-APR-20
2008,030383300000,Town of Triangle,Town,Broome,12/31,Bond,100000,0,,25000,,75000,30-APR-20
2008,030384600000,Town of Union,Town,Broome,12/31,Bond,5705000,0,955000,1090000,,5570000,30-APR-20
2008,030384600000,Town of Union,Town,Broome,12/31,Installment Purchase Contract,1113708,0,,201886,,911822,30-APR-20
2008,030385500000,Town of Vestal,Town,Broome,12/31,Bond,8315360,0,660000,814400,,8160960,30-APR-20
2008,030385500000,Town of Vestal,Town,Broome,12/31,Bond Anticipation Note,9923375,0,3117500,1305025,,11735850,30-APR-20
2008,030391900000,Town of Windsor,Town,Broome,12/31,Bond,19400,0,,19400,,0,30-APR-20
2008,030391900000,Town of Windsor,Town,Broome,12/31,Bond Anticipation Note,7655467,0,625223,6013467,,2267223,30-APR-20
2008,030423504030,Village of Port Dickinson,Village,Broome,05/31,State or Authority Loan,79237,0,,3309,,75928,30-APR-20
2008,030474301290,Village of Deposit,Village,Broome,02/28,Bond,1526000,0,,68000,,1458000,30-APR-20
2008,030474301290,Village of Deposit,Village,Broome,02/28,Bond Anticipation Note,1162562.4,-24000,102970,131000,,1110532.4,30-APR-20
2008,030483305370,Village of Whitney Point,Village,Broome,05/31,Bond,1328708.12,0,500000,84156,,1744552.12,30-APR-20
2008,030483305370,Village of Whitney Point,Village,Broome,05/31,Bond Anticipation Note,4149374,0,2538375.58,103750,,6583999.58,30-APR-20
2008,030484601580,Village of Endicott,Village,Broome,05/31,Bond,12715000,0,389500,725000,,12379500,30-APR-20
2008,030484602480,Village of Johnson City,Village,Broome,05/31,Bond,27059000,0,,944000,,26115000,30-APR-20
2008,030484602480,Village of Johnson City,Village,Broome,05/31,Bond Anticipation Note,8077109,0,11968075.85,8427109,,11618075.85,30-APR-20
2008,030484602480,Village of Johnson City,Village,Broome,05/31,Installment Purchase Contract,167230,0,,45426,,121804,30-APR-20
2008,030491905410,Village of Windsor,Village,Broome,02/28,Bond Anticipation Note,52500,0,,5000,,47500,30-APR-20
2008,030506000000,Binghamton City School District,School District,Broome,06/30,Bond,30354598,,,3792293,,26562305,30-APR-20
2008,030506000000,Binghamton City School District,School District,Broome,06/30,Bond Anticipation Note,,,5000000,,,5000000,30-APR-20
2008,030506000000,Binghamton City School District,School District,Broome,06/30,Revenue Anticipation Note,9500000,,9500000,9500000,,9500000,30-APR-20
2008,030605100100,Chenango Forks Central School District,School District,Broome,06/30,Bond,18787774,,210000,1715294,,17282480,30-APR-20
