CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,SUB_GOVT_TYPE,COUNTY,FISCAL_YEAR_END,DEBT_TYPE_DESC,BEGINNING_YEAR_BALANCE_SUM,PRIOR_YEAR_ADJUSTMENT_SUM,DEBT_ISSUED_IN_CURRENT_YEAR,DEBT_PAID_CURRENT_YEAR,ACCRETED_INTEREST_SUM,ENDING_YEAR_BALANCE_SUM,SNAPSHOT_DATE
2007,010318700000,Town of Colonie,Town,Albany,12/31,Bond Anticipation Note,21785400,0,19883000,6342700,,35325700,30-APR-20
2007,010335500000,Town of Guilderland,Town,Albany,12/31,Bond,32908000,0,,3440000,,29468000,30-APR-20
2007,010344300000,Town of Knox,Town,Albany,12/31,Bond Anticipation Note,56362,-362,,56000,,0,30-APR-20
2007,010358100000,Town of New Scotland,Town,Albany,12/31,Bond,1249463,0,,66500,,1182963,30-APR-20
2007,010358100000,Town of New Scotland,Town,Albany,12/31,Bond Anticipation Note,10153.2,0,695000,3384.4,,701768.8,30-APR-20
2007,010358100000,Town of New Scotland,Town,Albany,12/31,Installment Purchase Contract,177614.45,0,,32573.9,,145040.55,30-APR-20
2007,010358100000,Town of New Scotland,Town,Albany,12/31,State or Authority Loan,67597,0,,4112,,63485,30-APR-20
2007,010370600000,Town of Rensselaerville,Town,Albany,12/31,Bond,908749,42000,,33553,,917196,30-APR-20
2007,010370600000,Town of Rensselaerville,Town,Albany,12/31,Bond Anticipation Note,36511,-36511,,0,,0,30-APR-20
2007,010389000000,Town of Westerlo,Town,Albany,12/31,Bond,1101496,0,160000,69500,,1191996,30-APR-20
2007,010389000000,Town of Westerlo,Town,Albany,12/31,Bond Anticipation Note,0,0,30000,0,,30000,30-APR-20
2007,010418004140,Village of Ravena,Village,Albany,05/31,Bond,1465000,0,,150000,,1315000,30-APR-20
2007,010418701100,Village of Colonie,Village,Albany,05/31,Bond,470000,0,,235000,,235000,30-APR-20
2007,010418703040,Village of Menands,Village,Albany,05/31,Bond Anticipation Note,70000,0,,70000,,0,30-APR-20
2007,010434502040,Village of Green Island,Village,Albany,05/31,Bond,220000,0,940000,60000,,1100000,30-APR-20
2007,010434502040,Village of Green Island,Village,Albany,05/31,Bond Anticipation Note,1363000,0,,1363000,,0,30-APR-20
2007,010434502040,Village of Green Island,Village,Albany,05/31,State or Authority Loan,400000,0,,40000,,360000,30-APR-20
2007,010435500120,Village of Altamont,Village,Albany,05/31,Bond,0,-1400000,2800000,,,1400000,30-APR-20
2007,010435500120,Village of Altamont,Village,Albany,05/31,Bond Anticipation Note,58812.8,0,,58812.8,,0,30-APR-20
2007,010458105090,Village of Voorheesville,Village,Albany,05/31,Bond,3332959,0,999000,125501,,4206458,30-APR-20
2007,010458105090,Village of Voorheesville,Village,Albany,05/31,Installment Purchase Contract,36222,31610,,28579,,39253,30-APR-20
2007,010501000000,Albany City School District,School District,Albany,06/30,Bond,10043520,,26810000,3328178,,33525342,30-APR-20
2007,010501000000,Albany City School District,School District,Albany,06/30,Bond Anticipation Note,123704000,,6190000,3593000,,126301000,30-APR-20
2007,010501000000,Albany City School District,School District,Albany,06/30,Other Debt,1688059,,266529,119578,,1835010,30-APR-20
2007,010501000000,Albany City School District,School District,Albany,06/30,Revenue Anticipation Note,8500000,,8500000,8500000,,8500000,30-APR-20
2007,010501000000,Albany City School District,School District,Albany,06/30,Tax Anticipation Note,10000000,,10000000,10000000,,10000000,30-APR-20
2007,010509000000,Cohoes City School District,School District,Albany,06/30,Bond,13745000,,,1475000,,12270000,30-APR-20
2007,010509000000,Cohoes City School District,School District,Albany,06/30,Bond Anticipation Note,,,9500000,,,9500000,30-APR-20
2007,010509000000,Cohoes City School District,School District,Albany,06/30,Other Debt,2626850,,,303764,,2323086,30-APR-20
2007,010560000000,Watervliet City School District,School District,Albany,06/30,Bond,2470000,,,240000,,2230000,30-APR-20
2007,010560000000,Watervliet City School District,School District,Albany,06/30,Other Debt,332978,,,217022,,115956,30-APR-20
2007,010560000000,Watervliet City School District,School District,Albany,06/30,Revenue Anticipation Note,,,2350000,,,2350000,30-APR-20
2007,010607100600,Bethlehem Central School District,School District,Albany,06/30,Bond,61833289,,18000000,3876984,,75956305,30-APR-20
2007,010607100600,Bethlehem Central School District,School District,Albany,06/30,Bond Anticipation Note,0,,,,,,30-APR-20
2007,010607100600,Bethlehem Central School District,School District,Albany,06/30,Installment Purchase Contract,1505726,,,314729,,1190997,30-APR-20
2007,010607100600,Bethlehem Central School District,School District,Albany,06/30,Other Debt,4023857,,,373272,,3650585,30-APR-20
2007,010607100600,Bethlehem Central School District,School District,Albany,06/30,Tax Anticipation Note,,,3000000,3000000,,,30-APR-20
2007,010618000200,Ravena-Coeymans-Selkirk Central School District,School District,Albany,06/30,Bond,30031005,,,2503050,,27527955,30-APR-20
2007,010618000200,Ravena-Coeymans-Selkirk Central School District,School District,Albany,06/30,Bond Anticipation Note,,,391815,,,391815,30-APR-20
2007,010618000200,Ravena-Coeymans-Selkirk Central School District,School District,Albany,06/30,Installment Purchase Contract,69981,,,29119,,40862,30-APR-20
2007,010618700100,South Colonie Central School District,School District,Albany,06/30,Bond,39214426,,,2829426,,36385000,30-APR-20
2007,010618700100,South Colonie Central School District,School District,Albany,06/30,Bond Anticipation Note,1580917,,5185828,1580917,,5185828,30-APR-20
2007,010618700100,South Colonie Central School District,School District,Albany,06/30,Installment Purchase Contract,600000,,75000,128746,,546254,30-APR-20
2007,010618700100,South Colonie Central School District,School District,Albany,06/30,Other Debt,1253128,,,304214,,948914,30-APR-20
2007,010618700500,North Colonie School District,School District,Albany,06/30,Bond,46950000,,,3110000,,43840000,30-APR-20
2007,010618700500,North Colonie School District,School District,Albany,06/30,Installment Purchase Contract,28470,,,5427,,23043,30-APR-20
2007,010618700500,North Colonie School District,School District,Albany,06/30,Other Debt,659789,,,434043,,225746,30-APR-20
2007,010618700500,North Colonie School District,School District,Albany,06/30,Tax Anticipation Note,,,3000000,3000000,,,30-APR-20
2007,010634500100,Green Island Union Free School District,School District,Albany,06/30,Bond,139901,,8650000,300741,,8489160,30-APR-20
2007,010634500100,Green Island Union Free School District,School District,Albany,06/30,Bond Anticipation Note,8650000,,2295000,8650000,,2295000,30-APR-20
2007,010635500200,Guilderland Central School District,School District,Albany,06/30,Bond,50609000,,,3929000,,46680000,30-APR-20
2007,010635500200,Guilderland Central School District,School District,Albany,06/30,Bond Anticipation Note,2217128,,828200,771384,,2273944,30-APR-20
2007,010635500200,Guilderland Central School District,School District,Albany,06/30,Other Debt,630000,,,80000,,550000,30-APR-20
2007,010635500200,Guilderland Central School District,School District,Albany,06/30,Tax Anticipation Note,,,3800000,3800000,,,30-APR-20
2007,010658100300,Voorheesville Central School District,School District,Albany,06/30,Bond,14765330,,3990350,1335703,,17419977,30-APR-20
2007,010658100300,Voorheesville Central School District,School District,Albany,06/30,Bond Anticipation Note,,,150000,,,150000,30-APR-20
2007,010658100300,Voorheesville Central School District,School District,Albany,06/30,Installment Purchase Contract,,,15091,7515,,7576,30-APR-20
2007,010706800100,Berne-Knox-Westerlo Central School District,School District,Albany,06/30,Bond,5805000,,,400000,,5405000,30-APR-20
2007,010706800100,Berne-Knox-Westerlo Central School District,School District,Albany,06/30,Bond Anticipation Note,330000,,156000,259000,,227000,30-APR-20
2007,010706800100,Berne-Knox-Westerlo Central School District,School District,Albany,06/30,Installment Purchase Contract,96180,,41235,44943,,92472,30-APR-20
2007,010918701500,Menands Union Free School District,School District,Albany,06/30,Bond,4540000,,,315000,,4225000,30-APR-20
2007,011018702200,Maplewood-Colonie School District,School District,Albany,06/30,Bond,255000,,,20000,,235000,30-APR-20
2007,011106802000,Berne Fire District,Fire District,Albany,12/31,Bond,368399.98,0,,73993,,294406.98,30-APR-20
2007,011106802000,Berne Fire District,Fire District,Albany,12/31,State or Authority Loan,122066,0,,9777,,112289,30-APR-20
2007,011107103000,Elsmere Fire District,Fire District,Albany,12/31,Bond,1560000,0,,105000,,1455000,30-APR-20
2007,011118002500,Coeymans Fire District,Fire District,Albany,12/31,Bond,1900000,0,,65000,,1835000,30-APR-20
2007,011118701800,Boght Community Fire District,Fire District,Albany,12/31,Bond,216000,0,,54000,,162000,30-APR-20
2007,011118708000,Schuyler Heights Fire District,Fire District,Albany,12/31,Bond,328400,,,30800,,297600,30-APR-20
2007,011118708300,Stanford Heights Fire District,Fire District,Albany,12/31,Bond Anticipation Note,32000,0,,16000,,16000,30-APR-20
2007,011118708800,Verdoy Fire District,Fire District,Albany,12/31,Bond,2005000,0,,160000,,1845000,30-APR-20
2007,011135502500,Elmwood Park Fire District,Fire District,Albany,12/31,Bond,1184000,0,,72000,,1112000,30-APR-20
2007,011135503500,Fort Hunter Fire District,Fire District,Albany,12/31,Bond,2870000,0,,175000,,2695000,30-APR-20
2007,011135504000,Guilderland Fire District,Fire District,Albany,12/31,Bond,225000,,,75000,,150000,30-APR-20
2007,011135504000,Guilderland Fire District,Fire District,Albany,12/31,Bond Anticipation Note,210000,,,42000,,168000,30-APR-20
2007,011135504000,Guilderland Fire District,Fire District,Albany,12/31,Other Debt,,,,,,0,30-APR-20
2007,011135504200,Guilderland Center Fire District,Fire District,Albany,12/31,Bond,131667,,,26333,,105334,30-APR-20
2007,011135504200,Guilderland Center Fire District,Fire District,Albany,12/31,Installment Purchase Contract,63663,,,14950,,48713,30-APR-20
2007,011135505500,Mckownville Fire District,Fire District,Albany,12/31,Bond,15000,0,,15000,,0,30-APR-20
2007,011144305000,Knox Fire District,Fire District,Albany,12/31,Bond,75000,0,,15000,,60000,30-APR-20
2007,020100000000,County of Allegany,County,Allegany,12/31,Bond,28050000,0,4598200,1205000,,31443200,30-APR-20
2007,020100000000,County of Allegany,County,Allegany,12/31,Bond Anticipation Note,5169350,0,1468525,5169350,,1468525,30-APR-20
2007,020100000000,County of Allegany,County,Allegany,12/31,Installment Purchase Contract,,,95909,,,95909,30-APR-20
2007,020301000000,Town of Alfred,Town,Allegany,12/31,Bond,100000,0,,50000,,50000,30-APR-20
2007,020301200000,Town of Allen,Town,Allegany,12/31,Bond Anticipation Note,68800,0,45541,17200,,97141,30-APR-20
2007,020301200000,Town of Allen,Town,Allegany,12/31,Capital Note,0,,75000,75000,,0,30-APR-20
2007,020301300000,Town of Alma,Town,Allegany,12/31,Bond,36011.8,0,,17652.83,,18358.97,30-APR-20
2007,020301300000,Town of Alma,Town,Allegany,12/31,Bond Anticipation Note,149797,0,,29959.4,,119837.6,30-APR-20
2007,020301400000,Town of Almond,Town,Allegany,12/31,Bond,94830,0,,50446,,44384,30-APR-20
2007,020302000000,Town of Amity,Town,Allegany,12/31,Bond,65000,0,,32500,,32500,30-APR-20
2007,020302400000,Town of Andover,Town,Allegany,12/31,Bond Anticipation Note,0,37223,,37223,,0,30-APR-20
2007,020302500000,Town of Angelica,Town,Allegany,12/31,Bond,65000,70000,355000,47777.78,,442222.22,30-APR-20
2007,020302500000,Town of Angelica,Town,Allegany,12/31,Bond Anticipation Note,450000,0,,450000,,0,30-APR-20
2007,020306000000,Town of Belfast,Town,Allegany,12/31,Bond,170000,0,,45000,,125000,30-APR-20
2007,020306000000,Town of Belfast,Town,Allegany,12/31,Bond Anticipation Note,1240000,325000,,15500,,1549500,30-APR-20
2007,020312300000,Town of Caneadea,Town,Allegany,12/31,Bond,28000,0,87500,4000,,111500,30-APR-20
2007,020312300000,Town of Caneadea,Town,Allegany,12/31,Bond Anticipation Note,254897,0,,135297,,119600,30-APR-20
2007,020321200000,Town of Cuba,Town,Allegany,12/31,Bond Anticipation Note,177550,0,50000,68700,,158850,30-APR-20
2007,020321200000,Town of Cuba,Town,Allegany,12/31,Revenue Anticipation Note,66000,0,,66000,,0,30-APR-20
2007,020330800000,Town of Friendship,Town,Allegany,12/31,Bond,1684330,0,,89534,,1594796,30-APR-20
2007,020330800000,Town of Friendship,Town,Allegany,12/31,Bond Anticipation Note,102135,0,130000,40400,,191735,30-APR-20
2007,020331800000,Town of Genesee,Town,Allegany,12/31,Bond,86322.46,0,,21580,,64742.46,30-APR-20
2007,020340800000,Town of Hume,Town,Allegany,12/31,Bond,1313260.34,0,,65039.14,,1248221.2,30-APR-20
2007,020340800000,Town of Hume,Town,Allegany,12/31,Bond Anticipation Note,20700,0,,4900,,15800,30-APR-20
2007,020341500000,Town of Independence,Town,Allegany,12/31,Bond,62600,0,,25300,,37300,30-APR-20
2007,020357600000,Town of New Hudson,Town,Allegany,12/31,Bond,12000,0,,2000,,10000,30-APR-20
2007,020357600000,Town of New Hudson,Town,Allegany,12/31,Bond Anticipation Note,62142,0,260000,36542,,285600,30-APR-20
2007,020373000000,Town of Rushford,Town,Allegany,12/31,Bond Anticipation Note,48000,0,82000,24000,,106000,30-APR-20
2007,020375900000,Town of Scio,Town,Allegany,12/31,Bond,588880,0,,59126,,529754,30-APR-20
2007,020386900000,Town of Ward,Town,Allegany,12/31,Bond Anticipation Note,46800,,,15600,,31200,30-APR-20
2007,020388700000,Town of Wellsville,Town,Allegany,12/31,Bond,391359.5,0,,43876.5,,347483,30-APR-20
2007,020388700000,Town of Wellsville,Town,Allegany,12/31,Bond Anticipation Note,185022.46,0,70000,66965.67,,188056.79,30-APR-20
2007,020388700000,Town of Wellsville,Town,Allegany,12/31,State or Authority Loan,154024.18,0,,20361.9,,133662.28,30-APR-20
2007,020388800000,Town of West Almond,Town,Allegany,12/31,Bond Anticipation Note,110000,0,,25000,,85000,30-APR-20
2007,020391200000,Town of Willing,Town,Allegany,12/31,Bond,45000,0,,15000,,30000,30-APR-20
2007,020392100000,Town of Wirt,Town,Allegany,12/31,Bond Anticipation Note,271171.01,0,60000,57533.33,,273637.68,30-APR-20
2007,020401000090,Village of Alfred,Village,Allegany,05/31,Bond,1475000,0,,40000,,1435000,30-APR-20
2007,020401400110,Village of Almond,Village,Allegany,05/31,Bond,155142,0,,31029,,124113,30-APR-20
2007,020402000420,Village of Belmont,Village,Allegany,05/31,Bond,474310.19,0,,32627,,441683.19,30-APR-20
2007,020402000420,Village of Belmont,Village,Allegany,05/31,Bond Anticipation Note,109162.25,0,120275,24453,,204984.25,30-APR-20
2007,020402500180,Village of Angelica,Village,Allegany,05/31,Bond,1504334,0,,93012,,1411322,30-APR-20
2007,020402500180,Village of Angelica,Village,Allegany,05/31,Revenue Anticipation Note,,,556000,,,556000,30-APR-20
2007,020407900490,Village of Bolivar,Village,Allegany,05/31,Bond,674000,0,,37000,,637000,30-APR-20
2007,020407900490,Village of Bolivar,Village,Allegany,05/31,Bond Anticipation Note,79600,0,,9950,,69650,30-APR-20
2007,020407904200,Village of Richburg,Village,Allegany,05/31,Bond,100000,0,,20000,,80000,30-APR-20
2007,020410300700,Village of Canaseraga,Village,Allegany,05/31,Bond,,,92000,1000,,91000,30-APR-20
2007,020410300700,Village of Canaseraga,Village,Allegany,05/31,Bond Anticipation Note,1652086,0,3335588,2216674,,2771000,30-APR-20
2007,020421201210,Village of Cuba,Village,Allegany,05/31,Bond,767020.15,12674.85,,46795,,732900,30-APR-20
2007,020421201210,Village of Cuba,Village,Allegany,05/31,State or Authority Loan,61621.46,-12673.46,,15915,,33033,30-APR-20
2007,020488705270,Village of Wellsville,Village,Allegany,05/31,Bond,3995000,0,625000,197500,,4422500,30-APR-20
2007,020488705270,Village of Wellsville,Village,Allegany,05/31,Bond Anticipation Note,757246,0,,757246,,0,30-APR-20
2007,020688700100,Wellsville Central School District,School District,Allegany,06/30,Bond,25355000,,,1240000,,24115000,30-APR-20
2007,020688700100,Wellsville Central School District,School District,Allegany,06/30,Bond Anticipation Note,338703,,167000,78000,,427703,30-APR-20
2007,020688700100,Wellsville Central School District,School District,Allegany,06/30,Revenue Anticipation Note,,,500000,500000,,,30-APR-20
2007,020701000100,Alfred-Almond Central School District,School District,Allegany,06/30,Bond,5230341,,2700000,797200,,7133141,30-APR-20
2007,020701000100,Alfred-Almond Central School District,School District,Allegany,06/30,Bond Anticipation Note,2600000,,,2600000,,,30-APR-20
2007,020702400100,Andover Central School District,School District,Allegany,06/30,Bond,8044000,,,804000,,7240000,30-APR-20
2007,020702400100,Andover Central School District,School District,Allegany,06/30,Other Debt,211870,,,139098,,72772,30-APR-20
2007,020702500100,Genesee Valley Central School District,School District,Allegany,06/30,Bond,27620000,,,875000,,26745000,30-APR-20
2007,020702500100,Genesee Valley Central School District,School District,Allegany,06/30,Bond Anticipation Note,126400,,,31600,,94800,30-APR-20
2007,020702500100,Genesee Valley Central School District,School District,Allegany,06/30,Installment Purchase Contract,145386,,176637,26703,,295320,30-APR-20
2007,020702500100,Genesee Valley Central School District,School District,Allegany,06/30,Other Debt,,,176637,,,176637,30-APR-20
2007,020706000100,Belfast Central School District,School District,Allegany,06/30,Bond,4135000,,,274000,,3861000,30-APR-20
2007,020707900100,Bolivar-Richburg Central School District,School District,Allegany,06/30,Bond,20235000,,5470000,2485000,,23220000,30-APR-20
2007,020707900100,Bolivar-Richburg Central School District,School District,Allegany,06/30,Bond Anticipation Note,5470000,,,5470000,,,30-APR-20
2007,020707900100,Bolivar-Richburg Central School District,School District,Allegany,06/30,Installment Purchase Contract,299534,,,36102,,263432,30-APR-20
2007,020710300200,Canaseraga Central School District,School District,Allegany,06/30,Bond,3005000,,,450000,,2555000,30-APR-20
2007,020721200100,Cuba-Rushford Central School District,School District,Allegany,06/30,Bond,8655000,,,630000,,8025000,30-APR-20
2007,020721200100,Cuba-Rushford Central School District,School District,Allegany,06/30,Bond Anticipation Note,160000,,260000,32000,,388000,30-APR-20
2007,020721200100,Cuba-Rushford Central School District,School District,Allegany,06/30,Other Debt,2142997,,,171086,,1971911,30-APR-20
2007,020730800100,Friendship Central School District,School District,Allegany,06/30,Bond,1355000,,5410000,25000,,6740000,30-APR-20
2007,020730800100,Friendship Central School District,School District,Allegany,06/30,Bond Anticipation Note,4076653,,4274150,8178653,,172150,30-APR-20
2007,020740800100,Fillmore Central School District,School District,Allegany,06/30,Bond,5455000,,,475000,,4980000,30-APR-20
2007,020740800100,Fillmore Central School District,School District,Allegany,06/30,Installment Purchase Contract,318743,,182938,65430,,436251,30-APR-20
2007,020741500100,Whitesville Central School District,School District,Allegany,06/30,Bond,4265000,,,260000,,4005000,30-APR-20
2007,020741500100,Whitesville Central School District,School District,Allegany,06/30,Bond Anticipation Note,44494,,,19631,,24863,30-APR-20
2007,020775900100,Scio Central School District,School District,Allegany,06/30,Bond,5839156,,113270,444520,,5507906,30-APR-20
2007,020775900100,Scio Central School District,School District,Allegany,06/30,Bond Anticipation Note,,,3260831,,,3260831,30-APR-20
2007,020775900100,Scio Central School District,School District,Allegany,06/30,Other Debt,575352,,,388150,,187202,30-APR-20
2007,021106002000,Belfast Fire District,Fire District,Allegany,12/31,State or Authority Loan,17853,,0,8815,,9038,30-APR-20
2007,021112302500,Caneadea Fire District,Fire District,Allegany,12/31,Bond Anticipation Note,437000,0,,23000,,414000,30-APR-20
2007,021141504800,Independence Fire District,Fire District,Allegany,12/31,State or Authority Loan,71692,,,9499,,62193,30-APR-20
2007,021173007500,Rushford Fire District,Fire District,Allegany,12/31,Bond,10000,0,,10000,,0,30-APR-20
2007,021173007500,Rushford Fire District,Fire District,Allegany,12/31,Installment Purchase Contract,73194.86,0,,10890,,62304.86,30-APR-20
2007,030100000000,County of Broome,County,Broome,12/31,Bond,58494200,0,,4600500,,53893700,30-APR-20
2007,030100000000,County of Broome,County,Broome,12/31,Bond Anticipation Note,15490000,,11697315,5887315,,21300000,30-APR-20
2007,030100000000,County of Broome,County,Broome,12/31,Capital Note,0,0,114200,6925,,107275,30-APR-20
2007,030100000000,County of Broome,County,Broome,12/31,Installment Purchase Contract,22050349,0,31708,1290741,,20791316,30-APR-20
2007,030100000000,County of Broome,County,Broome,12/31,Other Debt,64614335,0,,885000,,63729335,30-APR-20
2007,030206000000,City of Binghamton,City,Broome,12/31,Bond,78381000,0,23532157,4535000,,97378157,30-APR-20
2007,030206000000,City of Binghamton,City,Broome,12/31,Bond Anticipation Note,36003000,0,22989500,29670157,,29322343,30-APR-20
2007,030206000000,City of Binghamton,City,Broome,12/31,Installment Purchase Contract,1852922,0,,172749,,1680173,30-APR-20
2007,030307300000,Town of Binghamton,Town,Broome,12/31,Bond,1212000,0,,136000,,1076000,30-APR-20
2007,030307300000,Town of Binghamton,Town,Broome,12/31,Bond Anticipation Note,0,,435340,,,435340,30-APR-20
2007,030315400000,Town of Chenango,Town,Broome,12/31,Bond,9397600,0,290000,831600,,8856000,30-APR-20
2007,030315400000,Town of Chenango,Town,Broome,12/31,Bond Anticipation Note,5115200,0,,202600,,4912600,30-APR-20
2007,030318500000,Town of Colesville,Town,Broome,12/31,Budget Note,0,,3102000,,,3102000,30-APR-20
2007,030319500000,Town of Conklin,Town,Broome,12/31,Bond,910000,0,,45000,,865000,30-APR-20
2007,030319500000,Town of Conklin,Town,Broome,12/31,Bond Anticipation Note,1651240,0,603000,444240,,1810000,30-APR-20
2007,030319500000,Town of Conklin,Town,Broome,12/31,Installment Purchase Contract,120578.57,0,138730,51146.07,,208162.5,30-APR-20
2007,030323500000,Town of Dickinson,Town,Broome,12/31,Bond,1239000,0,,67000,,1172000,30-APR-20
2007,030323500000,Town of Dickinson,Town,Broome,12/31,Bond Anticipation Note,53000,0,138000,53000,,138000,30-APR-20
2007,030328600000,Town of Fenton,Town,Broome,12/31,Bond,9030.34,0,,9030.34,,0,30-APR-20
2007,030328600000,Town of Fenton,Town,Broome,12/31,Bond Anticipation Note,234857.54,-.54,60603,100849,,194611,30-APR-20
2007,030344200000,Town of Kirkwood,Town,Broome,12/31,Bond,1407543,0,,18740,,1388803,30-APR-20
2007,030344200000,Town of Kirkwood,Town,Broome,12/31,Budget Note,0,,950000,0,,950000,30-APR-20
2007,030349900000,Town of Maine,Town,Broome,12/31,Bond,,0,155100,0,,155100,30-APR-20
2007,030349900000,Town of Maine,Town,Broome,12/31,Bond Anticipation Note,,,,,,,30-APR-20
2007,030349900000,Town of Maine,Town,Broome,12/31,Capital Note,34190,0,,34190,,0,30-APR-20
2007,030355800000,Town of Nanticoke,Town,Broome,12/31,Bond,141350,0,,53650,,87700,30-APR-20
2007,030374300000,Town of Sanford,Town,Broome,12/31,Bond,1325000,0,953185,55000,,2223185,30-APR-20
2007,030383300000,Town of Triangle,Town,Broome,12/31,Bond,125000,0,,25000,,100000,30-APR-20
2007,030384600000,Town of Union,Town,Broome,12/31,Bond,6770000,0,,1065000,,5705000,30-APR-20
2007,030384600000,Town of Union,Town,Broome,12/31,Installment Purchase Contract,,570365,658000,114657,,1113708,30-APR-20
2007,030384600000,Town of Union,Town,Broome,12/31,Other Debt,570365,-570365,,,,0,30-APR-20
2007,030385500000,Town of Vestal,Town,Broome,12/31,Bond,9143330,0,,827970,,8315360,30-APR-20
2007,030385500000,Town of Vestal,Town,Broome,12/31,Bond Anticipation Note,9703300,0,813000,592925,,9923375,30-APR-20
2007,030391900000,Town of Windsor,Town,Broome,12/31,Bond,23280,0,,3880,,19400,30-APR-20
2007,030391900000,Town of Windsor,Town,Broome,12/31,Bond Anticipation Note,3020827,-200000,4915640,81000,,7655467,30-APR-20
2007,030423504030,Village of Port Dickinson,Village,Broome,05/31,State or Authority Loan,82465,0,,3228,,79237,30-APR-20
2007,030474301290,Village of Deposit,Village,Broome,02/28,Bond,748999,0,855000,77999,,1526000,30-APR-20
2007,030474301290,Village of Deposit,Village,Broome,02/28,Bond Anticipation Note,898030,24970,1138562,899000,,1162562,30-APR-20
2007,030483305370,Village of Whitney Point,Village,Broome,05/31,Bond,1411390.12,0,,82682,,1328708.12,30-APR-20
2007,030483305370,Village of Whitney Point,Village,Broome,05/31,Bond Anticipation Note,1025800,796331,3050993,723750,,4149374,30-APR-20
2007,030484601580,Village of Endicott,Village,Broome,05/31,Bond,13421423,3577,,710000,,12715000,30-APR-20
2007,030484602480,Village of Johnson City,Village,Broome,05/31,Bond,28159000,0,,1100000,,27059000,30-APR-20
2007,030484602480,Village of Johnson City,Village,Broome,05/31,Bond Anticipation Note,7794859,0,428000,145750,,8077109,30-APR-20
2007,030484602480,Village of Johnson City,Village,Broome,05/31,Installment Purchase Contract,102075,0,110721,45566,,167230,30-APR-20
2007,030484602480,Village of Johnson City,Village,Broome,05/31,Revenue Anticipation Note,275000,0,,275000,,0,30-APR-20
2007,030491905410,Village of Windsor,Village,Broome,02/28,Bond Anticipation Note,57500,0,,5000,,52500,30-APR-20
2007,030506000000,Binghamton City School District,School District,Broome,06/30,Bond,34190911,,,3836313,,30354598,30-APR-20
2007,030506000000,Binghamton City School District,School District,Broome,06/30,Revenue Anticipation Note,9500000,,9500000,9500000,,9500000,30-APR-20
2007,030605100100,Chenango Forks Central School District,School District,Broome,06/30,Bond,20295468,,198000,1705694,,18787774,30-APR-20
2007,030619500100,Susquehanna Valley Central School District,School District,Broome,06/30,Bond,16075718,,413092,1080718,,15408092,30-APR-20
2007,030619500100,Susquehanna Valley Central School District,School District,Broome,06/30,Bond Anticipation Note,202624,,,67542,,135082,30-APR-20
2007,030623500100,Chenango Valley Central School District,School District,Broome,06/30,Bond,27290000,,,1785000,,25505000,30-APR-20
2007,030623500100,Chenango Valley Central School District,School District,Broome,06/30,Installment Purchase Contract,,,510000,,,510000,30-APR-20
2007,030623500100,Chenango Valley Central School District,School District,Broome,06/30,Revenue Anticipation Note,3900000,,4500000,3900000,,4500000,30-APR-20
