CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,SUB_GOVT_TYPE,COUNTY,FISCAL_YEAR_END,DEBT_TYPE_DESC,BEGINNING_YEAR_BALANCE_SUM,PRIOR_YEAR_ADJUSTMENT_SUM,DEBT_ISSUED_IN_CURRENT_YEAR,DEBT_PAID_CURRENT_YEAR,ACCRETED_INTEREST_SUM,ENDING_YEAR_BALANCE_SUM,SNAPSHOT_DATE
2009,010318700000,Town of Colonie,Town,Albany,12/31,Bond Anticipation Note,21946800,0,7554000,16796800,,12704000,30-APR-20
2009,010318700000,Town of Colonie,Town,Albany,12/31,Installment Purchase Contract,0,1243779.78,527303.5,696501.06,,1074582.22,30-APR-20
2009,010318700000,Town of Colonie,Town,Albany,12/31,Revenue Anticipation Note,5000000,0,4500000,5000000,,4500000,30-APR-20
2009,010335500000,Town of Guilderland,Town,Albany,12/31,Bond,27354000,0,,1914000,,25440000,30-APR-20
2009,010335500000,Town of Guilderland,Town,Albany,12/31,Bond Anticipation Note,5400000,0,,0,,5400000,30-APR-20
2009,010344300000,Town of Knox,Town,Albany,12/31,Bond Anticipation Note,0,0,1218981,0,,1218981,30-APR-20
2009,010358100000,Town of New Scotland,Town,Albany,12/31,Bond,1116463,0,,68500,,1047963,30-APR-20
2009,010358100000,Town of New Scotland,Town,Albany,12/31,Bond Anticipation Note,983384.4,0,,53184.4,,930200,30-APR-20
2009,010358100000,Town of New Scotland,Town,Albany,12/31,Installment Purchase Contract,111082.26,0,,35401.52,,75680.74,30-APR-20
2009,010358100000,Town of New Scotland,Town,Albany,12/31,State or Authority Loan,59182,0,,4399,,54783,30-APR-20
2009,010370600000,Town of Rensselaerville,Town,Albany,12/31,Bond,884227,-16800,,28385,,839042,30-APR-20
2009,010370600000,Town of Rensselaerville,Town,Albany,12/31,Bond Anticipation Note,0,0,16800,,,16800,30-APR-20
2009,010370600000,Town of Rensselaerville,Town,Albany,12/31,Revenue Anticipation Note,9926,0,7586.25,9926,,7586.25,30-APR-20
2009,010389000000,Town of Westerlo,Town,Albany,12/31,Bond,1105500,0,90000,71000,,1124500,30-APR-20
2009,010389000000,Town of Westerlo,Town,Albany,12/31,Bond Anticipation Note,15000,0,,15000,,0,30-APR-20
2009,010418004140,Village of Ravena,Village,Albany,05/31,Bond,1165000,0,,150000,,1015000,30-APR-20
2009,010434502040,Village of Green Island,Village,Albany,05/31,Bond,1215000,0,,215000,,1000000,30-APR-20
2009,010434502040,Village of Green Island,Village,Albany,05/31,Revenue Anticipation Note,270000,0,,100000,,170000,30-APR-20
2009,010434502040,Village of Green Island,Village,Albany,05/31,State or Authority Loan,280000,0,,80000,,200000,30-APR-20
2009,010435500120,Village of Altamont,Village,Albany,05/31,Bond,1355000,0,,45000,,1310000,30-APR-20
2009,010458105090,Village of Voorheesville,Village,Albany,05/31,Bond,4065000,0,,145000,,3920000,30-APR-20
2009,010458105090,Village of Voorheesville,Village,Albany,05/31,Installment Purchase Contract,20131,0,,20131,,0,30-APR-20
2009,010501000000,Albany City School District,School District,Albany,06/30,Bond,45887164,,69895000,2128178,,113653986,30-APR-20
2009,010501000000,Albany City School District,School District,Albany,06/30,Bond Anticipation Note,125118660,,70001224,125118660,,70001224,30-APR-20
2009,010501000000,Albany City School District,School District,Albany,06/30,Other Debt,1727820,,1986866,205973,,3508713,30-APR-20
2009,010501000000,Albany City School District,School District,Albany,06/30,Revenue Anticipation Note,13000000,,8500000,13000000,,8500000,30-APR-20
2009,010501000000,Albany City School District,School District,Albany,06/30,Tax Anticipation Note,5450000,,10000000,5450000,,10000000,30-APR-20
2009,010509000000,Cohoes City School District,School District,Albany,06/30,Bond,10760000,,,1550000,,9210000,30-APR-20
2009,010509000000,Cohoes City School District,School District,Albany,06/30,Bond Anticipation Note,15900000,,,885000,,15015000,30-APR-20
2009,010509000000,Cohoes City School District,School District,Albany,06/30,Other Debt,2004318,,,334514,,1669804,30-APR-20
2009,010560000000,Watervliet City School District,School District,Albany,06/30,Bond,1985000,,,255000,,1730000,30-APR-20
2009,010560000000,Watervliet City School District,School District,Albany,06/30,Bond Anticipation Note,8200000,,7105000,880000,,14425000,30-APR-20
2009,010560000000,Watervliet City School District,School District,Albany,06/30,Revenue Anticipation Note,1500000,,1500000,1500000,,1500000,30-APR-20
2009,010607100600,Bethlehem Central School District,School District,Albany,06/30,Bond,99894753,,,5464903,,94429850,30-APR-20
2009,010607100600,Bethlehem Central School District,School District,Albany,06/30,Bond Anticipation Note,1134423,,4925850,184423,,5875850,30-APR-20
2009,010607100600,Bethlehem Central School District,School District,Albany,06/30,Installment Purchase Contract,865071,,1318694,337530,,1846235,30-APR-20
2009,010607100600,Bethlehem Central School District,School District,Albany,06/30,Other Debt,3260702,,,407233,,2853469,30-APR-20
2009,010607100600,Bethlehem Central School District,School District,Albany,06/30,Tax Anticipation Note,,,3500000,3500000,,,30-APR-20
2009,010618000200,Ravena-Coeymans-Selkirk Central School District,School District,Albany,06/30,Bond,25037206,,,2454500,,22582706,30-APR-20
2009,010618000200,Ravena-Coeymans-Selkirk Central School District,School District,Albany,06/30,Bond Anticipation Note,673452,,2756670,150363,,3279759,30-APR-20
2009,010618000200,Ravena-Coeymans-Selkirk Central School District,School District,Albany,06/30,Installment Purchase Contract,14950,,,8697,,6253,30-APR-20
2009,010618700100,South Colonie Central School District,School District,Albany,06/30,Bond,33840000,,6704000,2645000,,37899000,30-APR-20
2009,010618700100,South Colonie Central School District,School District,Albany,06/30,Bond Anticipation Note,9192433,,1665678,9192433,,1665678,30-APR-20
2009,010618700100,South Colonie Central School District,School District,Albany,06/30,Installment Purchase Contract,416578,,,134157,,282421,30-APR-20
2009,010618700100,South Colonie Central School District,School District,Albany,06/30,Other Debt,634691,,,634691,,,30-APR-20
2009,010618700700,North Colonie Central School District,School District,Albany,06/30,Bond,40925000,,,3180000,,37745000,30-APR-20
2009,010618700700,North Colonie Central School District,School District,Albany,06/30,Installment Purchase Contract,16617,,,7608,,9009,30-APR-20
2009,010634500100,Green Island Union Free School District,School District,Albany,06/30,Bond,10108420,,475000,535740,,10047680,30-APR-20
2009,010635500200,Guilderland Central School District,School District,Albany,06/30,Bond,42855000,,,3975000,,38880000,30-APR-20
2009,010635500200,Guilderland Central School District,School District,Albany,06/30,Bond Anticipation Note,2346020,,15790000,762984,,17373036,30-APR-20
2009,010635500200,Guilderland Central School District,School District,Albany,06/30,Other Debt,470000,,,85000,,385000,30-APR-20
2009,010658100300,Voorheesville Central School District,School District,Albany,06/30,Bond,16238329,,170132,1438771,,14969690,30-APR-20
2009,010658100300,Voorheesville Central School District,School District,Albany,06/30,Bond Anticipation Note,120000,,150000,30000,,240000,30-APR-20
2009,010706800100,Berne-Knox-Westerlo Central School District,School District,Albany,06/30,Bond,4990000,,,430000,,4560000,30-APR-20
2009,010706800100,Berne-Knox-Westerlo Central School District,School District,Albany,06/30,Bond Anticipation Note,,,163000,,,163000,30-APR-20
2009,010706800100,Berne-Knox-Westerlo Central School District,School District,Albany,06/30,Installment Purchase Contract,105353,,,44242,,61111,30-APR-20
2009,010918701500,Menands Union Free School District,School District,Albany,06/30,Bond,3900000,,,335000,,3565000,30-APR-20
2009,011106802000,Berne Fire District,Fire District,Albany,12/31,Bond,220533.32,0,,73933.33,,146599.99,30-APR-20
2009,011106802000,Berne Fire District,Fire District,Albany,12/31,State or Authority Loan,102267,0,,10272,,91995,30-APR-20
2009,011107102000,Delmar Fire District,Fire District,Albany,12/31,Bond Anticipation Note,0,0,93000,0,,93000,30-APR-20
2009,011107103000,Elsmere Fire District,Fire District,Albany,12/31,Bond,1345000,0,,115000,,1230000,30-APR-20
2009,011118002500,Coeymans Fire District,Fire District,Albany,12/31,Bond,1770000,0,,65000,,1705000,30-APR-20
2009,011118701800,Boght Community Fire District,Fire District,Albany,12/31,Bond,108000,0,,54000,,54000,30-APR-20
2009,011118708000,Schuyler Heights Fire District,Fire District,Albany,12/31,Bond,265500,0,,33400,,232100,30-APR-20
2009,011118708000,Schuyler Heights Fire District,Fire District,Albany,12/31,Bond Anticipation Note,0,0,60000,,,60000,30-APR-20
2009,011118708800,Verdoy Fire District,Fire District,Albany,12/31,Bond,1680000,0,,175000,,1505000,30-APR-20
2009,011135502500,Elmwood Park Fire District,Fire District,Albany,12/31,Bond,1380000,0,,114000,,1266000,30-APR-20
2009,011135503500,Fort Hunter Fire District,Fire District,Albany,12/31,Bond,2515000,0,,185000,,2330000,30-APR-20
2009,011135504000,Guilderland Fire District,Fire District,Albany,12/31,Bond,725000,0,,140000,,585000,30-APR-20
2009,011135504000,Guilderland Fire District,Fire District,Albany,12/31,Bond Anticipation Note,126000,0,,42000,,84000,30-APR-20
2009,011135504200,Guilderland Center Fire District,Fire District,Albany,12/31,Bond,79000,0,280000,26333,,332667,30-APR-20
2009,011135504200,Guilderland Center Fire District,Fire District,Albany,12/31,Installment Purchase Contract,33137,-1388,,16229,,15520,30-APR-20
2009,011135505500,Mckownville Fire District,Fire District,Albany,12/31,Bond,0,0,250000,,,250000,30-APR-20
2009,011144305000,Knox Fire District,Fire District,Albany,12/31,Bond,45000,0,,15000,,30000,30-APR-20
2009,020100000000,County of Allegany,County,Allegany,12/31,Bond,29520000,0,,1855000,,27665000,30-APR-20
2009,020100000000,County of Allegany,County,Allegany,12/31,Bond Anticipation Note,1468525,0,,135000,,1333525,30-APR-20
2009,020100000000,County of Allegany,County,Allegany,12/31,Installment Purchase Contract,39186,-12782,,26404,,0,30-APR-20
2009,020301000000,Town of Alfred,Town,Allegany,12/31,Bond Anticipation Note,30000,0,,30000,,0,30-APR-20
2009,020301200000,Town of Allen,Town,Allegany,12/31,Bond Anticipation Note,156832.8,0,,43508.2,,113324.6,30-APR-20
2009,020301200000,Town of Allen,Town,Allegany,12/31,Capital Note,0,0,30000,30000,,0,30-APR-20
2009,020301300000,Town of Alma,Town,Allegany,12/31,Bond Anticipation Note,172013.18,-.18,,43694,,128319,30-APR-20
2009,020301400000,Town of Almond,Town,Allegany,12/31,Bond,19781,-19781,,0,,0,30-APR-20
2009,020301400000,Town of Almond,Town,Allegany,12/31,Installment Purchase Contract,0,0,98500,0,,98500,30-APR-20
2009,020302400000,Town of Andover,Town,Allegany,12/31,Bond,180032,0,,33007.13,,147024.87,30-APR-20
2009,020302500000,Town of Angelica,Town,Allegany,12/31,Bond,314444.44,0,,102777.78,,211666.66,30-APR-20
2009,020302500000,Town of Angelica,Town,Allegany,12/31,Bond Anticipation Note,125000,0,80830,25000,,180830,30-APR-20
2009,020306000000,Town of Belfast,Town,Allegany,12/31,Bond,1701000,0,,80000,,1621000,30-APR-20
2009,020306000000,Town of Belfast,Town,Allegany,12/31,Bond Anticipation Note,0,0,100000,,,100000,30-APR-20
2009,020306000000,Town of Belfast,Town,Allegany,12/31,Revenue Anticipation Note,140000,0,,140000,,0,30-APR-20
2009,020312300000,Town of Caneadea,Town,Allegany,12/31,Bond,90000,0,,21500,,68500,30-APR-20
2009,020312300000,Town of Caneadea,Town,Allegany,12/31,Bond Anticipation Note,972661,0,444196,972661,,444196,30-APR-20
2009,020321200000,Town of Cuba,Town,Allegany,12/31,Bond Anticipation Note,235000,176463.11,1403570.22,305912.31,,1509121.02,30-APR-20
2009,020321200000,Town of Cuba,Town,Allegany,12/31,Revenue Anticipation Note,0,0,133200,,,133200,30-APR-20
2009,020330800000,Town of Friendship,Town,Allegany,12/31,Bond,1505262,0,,77534,,1427728,30-APR-20
2009,020330800000,Town of Friendship,Town,Allegany,12/31,Bond Anticipation Note,147000,0,107000,47500,,206500,30-APR-20
2009,020331800000,Town of Genesee,Town,Allegany,12/31,Bond,71162.46,-1.47,180000,35580.5,,215580.49,30-APR-20
2009,020340800000,Town of Hume,Town,Allegany,12/31,Bond,1182621.2,0,,65600,,1117021.2,30-APR-20
2009,020340800000,Town of Hume,Town,Allegany,12/31,Bond Anticipation Note,9900,0,,5900,,4000,30-APR-20
2009,020341500000,Town of Independence,Town,Allegany,12/31,Bond,57000,0,50000,21000,,86000,30-APR-20
2009,020357600000,Town of New Hudson,Town,Allegany,12/31,Bond,8000,0,,2000,,6000,30-APR-20
2009,020357600000,Town of New Hudson,Town,Allegany,12/31,Bond Anticipation Note,220800,0,51325,64800,,207325,30-APR-20
2009,020373000000,Town of Rushford,Town,Allegany,12/31,Bond Anticipation Note,60000,0,,20000,,40000,30-APR-20
2009,020375900000,Town of Scio,Town,Allegany,12/31,Bond,476554,0,,55083,,421471,30-APR-20
2009,020375900000,Town of Scio,Town,Allegany,12/31,Bond Anticipation Note,713021,0,,29883,,683138,30-APR-20
2009,020386900000,Town of Ward,Town,Allegany,12/31,Bond Anticipation Note,15600,0,132000,15600,,132000,30-APR-20
2009,020388700000,Town of Wellsville,Town,Allegany,12/31,Bond,303697,-921.2,35000,42775.8,,295000,30-APR-20
2009,020388700000,Town of Wellsville,Town,Allegany,12/31,Bond Anticipation Note,174390.03,36513.55,131288,103882.98,,238308.6,30-APR-20
2009,020388700000,Town of Wellsville,Town,Allegany,12/31,State or Authority Loan,113078.28,0,,20790.37,,92287.91,30-APR-20
2009,020388800000,Town of West Almond,Town,Allegany,12/31,Bond Anticipation Note,60000,0,,60000,,0,30-APR-20
2009,020391200000,Town of Willing,Town,Allegany,12/31,Bond,15000,0,,15000,,0,30-APR-20
2009,020392100000,Town of Wirt,Town,Allegany,12/31,Bond Anticipation Note,156104.34,0,,57533.34,,98571,30-APR-20
2009,020392100000,Town of Wirt,Town,Allegany,12/31,Installment Purchase Contract,0,38156.48,,18563.64,,19592.84,30-APR-20
2009,020401000090,Village of Alfred,Village,Allegany,05/31,Bond,1395000,0,,45000,,1350000,30-APR-20
2009,020401400110,Village of Almond,Village,Allegany,05/31,Bond,93084,0,,31029,,62055,30-APR-20
2009,020402000420,Village of Belmont,Village,Allegany,05/31,Bond,409056.19,0,,32627,,376429.19,30-APR-20
2009,020402000420,Village of Belmont,Village,Allegany,05/31,Bond Anticipation Note,165701.5,0,,57566.63,,108134.87,30-APR-20
2009,020402500180,Village of Angelica,Village,Allegany,05/31,Bond,1373910,0,,105132,,1268778,30-APR-20
2009,020402500180,Village of Angelica,Village,Allegany,05/31,Bond Anticipation Note,58500,0,650000,19500,,689000,30-APR-20
2009,020402500180,Village of Angelica,Village,Allegany,05/31,Revenue Anticipation Note,389445,0,,389445,,0,30-APR-20
2009,020407900490,Village of Bolivar,Village,Allegany,05/31,Bond,637800,0,59700,54510,,642990,30-APR-20
2009,020407900490,Village of Bolivar,Village,Allegany,05/31,Bond Anticipation Note,59700,0,,59700,,0,30-APR-20
2009,020407904200,Village of Richburg,Village,Allegany,05/31,Bond,60000,0,,20000,,40000,30-APR-20
2009,020410300700,Village of Canaseraga,Village,Allegany,05/31,Bond,90000,0,2791000,164427,,2716573,30-APR-20
2009,020410300700,Village of Canaseraga,Village,Allegany,05/31,Bond Anticipation Note,2701000,0,,2701000,,0,30-APR-20
2009,020421201210,Village of Cuba,Village,Allegany,05/31,Bond,754502,0,,64502,,690000,30-APR-20
2009,020421201210,Village of Cuba,Village,Allegany,05/31,State or Authority Loan,16720,0,,16720,,0,30-APR-20
2009,020488705270,Village of Wellsville,Village,Allegany,05/31,Bond,4298900,0,,284600,,4014300,30-APR-20
2009,020488705270,Village of Wellsville,Village,Allegany,05/31,Bond Anticipation Note,0,0,200000,0,,200000,30-APR-20
2009,020688700100,Wellsville Central School District,School District,Allegany,06/30,Bond,22820000,,270000,1345000,,21745000,30-APR-20
2009,020688700100,Wellsville Central School District,School District,Allegany,06/30,Bond Anticipation Note,498296,,5000010,147800,,5350506,30-APR-20
2009,020688700100,Wellsville Central School District,School District,Allegany,06/30,Revenue Anticipation Note,1500000,,,1500000,,,30-APR-20
2009,020701000100,Alfred-Almond Central School District,School District,Allegany,06/30,Bond,6388019,,93000,708200,,5772819,30-APR-20
2009,020701000100,Alfred-Almond Central School District,School District,Allegany,06/30,Bond Anticipation Note,,,995000,,,995000,30-APR-20
2009,020702400100,Andover Central School District,School District,Allegany,06/30,Bond,6415000,,3285000,820000,,8880000,30-APR-20
2009,020702400100,Andover Central School District,School District,Allegany,06/30,Installment Purchase Contract,15000,,,15000,,,30-APR-20
2009,020702500100,Genesee Valley Central School District,School District,Allegany,06/30,Bond,25830000,,,960000,,24870000,30-APR-20
2009,020702500100,Genesee Valley Central School District,School District,Allegany,06/30,Bond Anticipation Note,63200,,,31600,,31600,30-APR-20
2009,020702500100,Genesee Valley Central School District,School District,Allegany,06/30,Installment Purchase Contract,397713,,152210,92397,,457526,30-APR-20
2009,020706000100,Belfast Central School District,School District,Allegany,06/30,Bond,3580000,,,293000,,3287000,30-APR-20
2009,020706000100,Belfast Central School District,School District,Allegany,06/30,Bond Anticipation Note,990000,,7460000,,,8450000,30-APR-20
2009,020706000100,Belfast Central School District,School District,Allegany,06/30,Installment Purchase Contract,90057,,,20922,,69135,30-APR-20
2009,020707900100,Bolivar-Richburg Central School District,School District,Allegany,06/30,Bond,20320000,,,3025000,,17295000,30-APR-20
2009,020707900100,Bolivar-Richburg Central School District,School District,Allegany,06/30,Bond Anticipation Note,,,6477700,,,6477700,30-APR-20
2009,020707900100,Bolivar-Richburg Central School District,School District,Allegany,06/30,Installment Purchase Contract,487667,,,87177,,400490,30-APR-20
2009,020710300200,Canaseraga Central School District,School District,Allegany,06/30,Bond,2085000,,,225000,,1860000,30-APR-20
2009,020721200100,Cuba-Rushford Central School District,School District,Allegany,06/30,Bond,7380000,,,665000,,6715000,30-APR-20
2009,020721200100,Cuba-Rushford Central School District,School District,Allegany,06/30,Bond Anticipation Note,715650,,,559650,,156000,30-APR-20
2009,020721200100,Cuba-Rushford Central School District,School District,Allegany,06/30,Other Debt,1792423,,,188303,,1604120,30-APR-20
2009,020730800100,Friendship Central School District,School District,Allegany,06/30,Bond,6435000,,,315000,,6120000,30-APR-20
2009,020730800100,Friendship Central School District,School District,Allegany,06/30,Bond Anticipation Note,115553,,100700,42253,,174000,30-APR-20
2009,020740800100,Fillmore Central School District,School District,Allegany,06/30,Bond,19044573,,,1189573,,17855000,30-APR-20
2009,020740800100,Fillmore Central School District,School District,Allegany,06/30,Installment Purchase Contract,544746,,129800,184307,,490239,30-APR-20
2009,020741500100,Whitesville Central School District,School District,Allegany,06/30,Bond,3730000,,,285000,,3445000,30-APR-20
2009,020741500100,Whitesville Central School District,School District,Allegany,06/30,Bond Anticipation Note,76432,,7815137,76432,,7815137,30-APR-20
2009,020775900100,Scio Central School District,School District,Allegany,06/30,Bond,8163084,,,640145,,7522939,30-APR-20
2009,020775900100,Scio Central School District,School District,Allegany,06/30,Bond Anticipation Note,,,66302,,,66302,30-APR-20
2009,021106002000,Belfast Fire District,Fire District,Allegany,12/31,State or Authority Loan,144000,0,,16453,,127547,30-APR-20
2009,021112302500,Caneadea Fire District,Fire District,Allegany,12/31,Bond Anticipation Note,210000,0,,30000,,180000,30-APR-20
2009,021141504800,Independence Fire District,Fire District,Allegany,12/31,State or Authority Loan,52457,0,,9980,,42477,30-APR-20
2009,021173007500,Rushford Fire District,Fire District,Allegany,12/31,Installment Purchase Contract,59633.04,-6917.04,,52716,,0,30-APR-20
2009,021175908000,Scio No. 1 Fire District,Fire District,Allegany,12/31,Installment Purchase Contract,0,0,35000,,,35000,30-APR-20
2009,030100000000,County of Broome,County,Broome,12/31,Bond,49396100,0,,4525500,,44870600,30-APR-20
2009,030100000000,County of Broome,County,Broome,12/31,Bond Anticipation Note,41360000,0,14745808,11475808,,44630000,30-APR-20
2009,030100000000,County of Broome,County,Broome,12/31,Capital Note,85940,0,,22203,,63737,30-APR-20
2009,030100000000,County of Broome,County,Broome,12/31,Installment Purchase Contract,20251263,0,1613114,650618,,21213759,30-APR-20
2009,030100000000,County of Broome,County,Broome,12/31,Other Debt,62684335,0,,2563837,,60120498,30-APR-20
2009,030100000000,County of Broome,County,Broome,12/31,Tax Anticipation Note,0,0,20000000,0,,20000000,30-APR-20
2009,030206000000,City of Binghamton,City,Broome,12/31,Bond,92585002,0,,5450002,,87135000,30-APR-20
2009,030206000000,City of Binghamton,City,Broome,12/31,Bond Anticipation Note,35483737.02,-1258328,6922278,3539500,,37608187.02,30-APR-20
2009,030206000000,City of Binghamton,City,Broome,12/31,Installment Purchase Contract,1499994,0,,187933.59,,1312060.41,30-APR-20
2009,030307300000,Town of Binghamton,Town,Broome,12/31,Bond,1301000,0,,49000,,1252000,30-APR-20
2009,030307300000,Town of Binghamton,Town,Broome,12/31,Bond Anticipation Note,125000,0,,30000,,95000,30-APR-20
2009,030315400000,Town of Chenango,Town,Broome,12/31,Bond,11517000,0,,900000,,10617000,30-APR-20
2009,030315400000,Town of Chenango,Town,Broome,12/31,Bond Anticipation Note,1369000,0,118000,78000,,1409000,30-APR-20
2009,030318500000,Town of Colesville,Town,Broome,12/31,Bond,0,0,95000,0,,95000,30-APR-20
2009,030319500000,Town of Conklin,Town,Broome,12/31,Bond,1576000,106245,677000,262245,,2097000,30-APR-20
2009,030319500000,Town of Conklin,Town,Broome,12/31,Bond Anticipation Note,805000,0,,445000,,360000,30-APR-20
2009,030319500000,Town of Conklin,Town,Broome,12/31,Installment Purchase Contract,258547.1,-106245,,48887.16,,103414.94,30-APR-20
2009,030319500000,Town of Conklin,Town,Broome,12/31,Other Debt,1210630,0,,33855.99,,1176774.01,30-APR-20
2009,030319500000,Town of Conklin,Town,Broome,12/31,Revenue Anticipation Note,750000,0,,750000,,0,30-APR-20
2009,030323500000,Town of Dickinson,Town,Broome,12/31,Bond,1130000,0,,42000,,1088000,30-APR-20
2009,030323500000,Town of Dickinson,Town,Broome,12/31,Bond Anticipation Note,808000,0,,101500,,706500,30-APR-20
2009,030328600000,Town of Fenton,Town,Broome,12/31,Bond Anticipation Note,64603,0,269457.31,44000,,290060.31,30-APR-20
2009,030344200000,Town of Kirkwood,Town,Broome,12/31,Bond,1368917,0,240000,20040,,1588877,30-APR-20
2009,030349900000,Town of Maine,Town,Broome,12/31,Bond,103400,0,,103400,,0,30-APR-20
2009,030355800000,Town of Nanticoke,Town,Broome,12/31,Bond,34750,0,,34750,,0,30-APR-20
2009,030355800000,Town of Nanticoke,Town,Broome,12/31,Bond Anticipation Note,175000,0,,25000,,150000,30-APR-20
2009,030374300000,Town of Sanford,Town,Broome,12/31,Bond,1383185,0,,88185,,1295000,30-APR-20
2009,030383300000,Town of Triangle,Town,Broome,12/31,Bond,75000,0,,25000,,50000,30-APR-20
2009,030384600000,Town of Union,Town,Broome,12/31,Bond,5570000,0,,1080000,,4490000,30-APR-20
2009,030384600000,Town of Union,Town,Broome,12/31,Bond Anticipation Note,0,0,327000,0,,327000,30-APR-20
2009,030384600000,Town of Union,Town,Broome,12/31,Installment Purchase Contract,911822,0,,193321,,718501,30-APR-20
2009,030385500000,Town of Vestal,Town,Broome,12/31,Bond,8160960,0,,896700,,7264260,30-APR-20
2009,030385500000,Town of Vestal,Town,Broome,12/31,Bond Anticipation Note,11735850,0,2240000,831025,,13144825,30-APR-20
2009,030391900000,Town of Windsor,Town,Broome,12/31,Bond,0,0,188467,,,188467,30-APR-20
2009,030391900000,Town of Windsor,Town,Broome,12/31,Bond Anticipation Note,2267223,0,3902834,1678900,,4491157,30-APR-20
2009,030423504030,Village of Port Dickinson,Village,Broome,05/31,State or Authority Loan,75928,0,,3477,,72451,30-APR-20
2009,030474301290,Village of Deposit,Village,Broome,02/28,Bond,1458000,0,,83000,,1375000,30-APR-20
2009,030474301290,Village of Deposit,Village,Broome,02/28,Bond Anticipation Note,1110532.4,2236368,3267218.89,121350,,6492769.29,30-APR-20
2009,030483305370,Village of Whitney Point,Village,Broome,05/31,Bond,1744552.12,0,6630000,360631,,8013921.12,30-APR-20
2009,030483305370,Village of Whitney Point,Village,Broome,05/31,Bond Anticipation Note,6583999.58,0,,6499449.58,,84550,30-APR-20
2009,030484601580,Village of Endicott,Village,Broome,05/31,Bond,12379500,0,1249000,776900,,12851600,30-APR-20
2009,030484602480,Village of Johnson City,Village,Broome,05/31,Bond,26115000,0,370200,855000,,25630200,30-APR-20
2009,030484602480,Village of Johnson City,Village,Broome,05/31,Bond Anticipation Note,11618075.85,0,2485930.15,815200,,13288806,30-APR-20
2009,030484602480,Village of Johnson City,Village,Broome,05/31,Installment Purchase Contract,121804,0,1525044,25471,,1621377,30-APR-20
2009,030491905410,Village of Windsor,Village,Broome,02/28,Bond Anticipation Note,47500,0,,5000,,42500,30-APR-20
2009,030506000000,Binghamton City School District,School District,Broome,06/30,Bond,26562305,,,3785742,,22776563,30-APR-20
2009,030506000000,Binghamton City School District,School District,Broome,06/30,Bond Anticipation Note,5000000,,25000000,5000000,,25000000,30-APR-20
2009,030506000000,Binghamton City School District,School District,Broome,06/30,Revenue Anticipation Note,9500000,,9500000,9500000,,9500000,30-APR-20
2009,030605100100,Chenango Forks Central School District,School District,Broome,06/30,Bond,17282480,,9855000,1822294,,25315186,30-APR-20
2009,030605100100,Chenango Forks Central School District,School District,Broome,06/30,Bond Anticipation Note,9000000,,362250,9362250,,,30-APR-20
2009,030605100100,Chenango Forks Central School District,School District,Broome,06/30,Other Debt,,,135000,,,135000,30-APR-20
